,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
472,Thailand,-0.87,20.96,22.32,0.56,1.1,58.8,0.11,82557,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,0.0,no change,21.9,71.4,21.9,71.4,22.2,72.0,22.5,72.6,21.65,0.11,21.65,Database 1
473,Thailand,-0.46,9.48,23.9,0.8,1.1,59.9,0.12,82558,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,45.0,-1.0,no change,21.6,70.9,21.6,70.9,21.9,71.5,22.3,72.1,23.62,0.12,23.62,Database 1
474,Thailand,-0.13,5.35,25.33,0.93,1.1,59.2,0.12,82559,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29.0,-1.0,cooler,21.9,71.4,21.9,71.4,22.3,72.2,22.8,73.0,23.62,0.12,23.62,Database 1
475,Thailand,-0.83,19.39,22.6,0.55,1.1,58.9,0.12,82560,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,-1.0,no change,22.3,72.1,22.3,72.1,22.6,72.7,23.0,73.3,23.62,0.12,23.62,Database 1
476,Thailand,-1.2,35.27,21.68,0.46,1.1,59.3,0.14,82561,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,2.0,cooler,22.3,72.1,22.3,72.1,22.5,72.4,22.6,72.7,27.56,0.14,27.56,Database 1
477,Thailand,-0.88,21.49,22.39,0.55,1.1,59.9,0.12,82562,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38.0,-1.0,no change,22.2,72.0,22.2,72.0,22.4,72.4,22.6,72.7,23.62,0.12,23.62,Database 1
478,Thailand,-0.7,15.18,23.19,0.67,1.1,58.6,0.14,82563,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,-1.0,no change,22.1,71.8,22.1,71.8,22.3,72.2,22.5,72.6,27.56,0.14,27.56,Database 1
479,Thailand,-0.94,23.76,22.34,0.56,1.1,60.4,0.13,82564,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,48.0,0.0,no change,21.9,71.4,21.9,71.4,22.2,72.0,22.6,72.6,25.59,0.13,25.59,Database 1
480,Thailand,-0.82,19.12,22.62,0.55,1.1,60.1,0.12,82565,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37.0,0.0,no change,22.3,72.1,22.3,72.1,22.6,72.7,23.0,73.3,23.62,0.12,23.62,Database 1
481,Thailand,-0.6,12.52,23.21,0.6,1.1,59.6,0.11,82566,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33.0,0.0,cooler,22.5,72.5,22.5,72.5,22.8,73.0,23.0,73.5,21.65,0.11,21.65,Database 1
482,Thailand,0.22,5.97,26.16,0.65,1.1,58.7,0.11,82567,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,41.0,1.0,cooler,24.9,76.8,24.9,76.8,25.1,77.2,25.3,77.6,21.65,0.11,21.65,Database 1
483,Thailand,-0.04,5.04,24.9,0.47,1.1,58.2,0.1,82568,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,48.0,0.0,no change,25.0,77.0,25.0,77.0,25.3,77.5,25.5,78.0,19.69,0.1,19.69,Database 1
484,Thailand,-0.81,18.93,22.68,0.32,1.1,58.7,0.12,82569,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,47.0,1.0,cooler,24.0,75.2,24.0,75.2,24.4,76.0,24.9,76.8,23.62,0.12,23.62,Database 1
485,Thailand,-0.26,6.45,24.51,0.56,1.1,59.1,0.12,82570,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,1.0,no change,23.9,75.0,23.9,75.0,24.2,75.6,24.6,76.2,23.62,0.12,23.62,Database 1
486,Thailand,-0.17,5.57,24.73,0.56,1.1,58.8,0.11,82571,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-1.0,no change,24.1,75.4,24.1,75.4,24.4,76.0,24.7,76.5,21.65,0.11,21.65,Database 1
487,Thailand,-0.29,6.78,24.29,0.56,1.1,59.1,0.11,82572,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,1.0,cooler,23.7,74.7,23.7,74.7,24.0,75.2,24.3,75.8,21.65,0.11,21.65,Database 1
488,Thailand,-0.78,17.78,22.59,0.41,1.1,59.6,0.11,82573,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30.0,-1.0,warmer,23.4,74.1,23.4,74.1,23.6,74.5,23.8,74.9,21.65,0.11,21.65,Database 1
489,Thailand,-0.12,5.29,24.9,0.56,1.1,58.8,0.11,82574,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22.0,0.0,no change,24.2,75.6,24.2,75.6,24.6,76.2,25.0,76.9,21.65,0.11,21.65,Database 1
490,Thailand,-0.36,7.64,24.18,0.56,1.1,59.3,0.12,82575,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,40.0,0.0,no change,23.7,74.7,23.7,74.7,24.0,75.1,24.2,75.6,23.62,0.12,23.62,Database 1
491,Thailand,-0.2,5.85,24.81,0.56,1.1,58.4,0.13,82576,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,1.0,cooler,24.3,75.7,24.3,75.7,24.5,76.1,24.7,76.5,25.59,0.13,25.59,Database 1
492,Thailand,-0.28,6.68,24.43,0.56,1.1,58.5,0.12,82577,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,-1.0,no change,23.9,75.0,23.9,75.0,24.2,75.5,24.4,76.0,23.62,0.12,23.62,Database 1
493,Thailand,-1.03,27.31,22.2,0.34,1.1,58.7,0.13,82578,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,40.0,0.0,cooler,23.5,74.3,23.5,74.3,23.8,74.9,24.2,75.5,25.59,0.13,25.59,Database 1
494,Thailand,-0.43,8.85,24.06,0.56,1.1,59.0,0.13,82579,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35.0,-1.0,cooler,23.5,74.3,23.5,74.3,23.8,74.9,24.2,75.5,25.59,0.13,25.59,Database 1
495,Thailand,-0.46,9.37,23.83,0.56,1.1,58.8,0.12,82580,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,44.0,0.0,cooler,23.4,74.1,23.4,74.1,23.7,74.6,23.9,75.1,23.62,0.12,23.62,Database 1
496,Thailand,-0.52,10.58,23.75,0.55,1.1,59.2,0.13,82581,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,39.0,0.0,no change,23.4,74.1,23.4,74.1,23.7,74.6,23.9,75.1,25.59,0.13,25.59,Database 1
497,Thailand,-0.59,12.25,23.51,0.56,1.1,59.3,0.13,82582,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,-2.0,no change,23.1,73.6,23.1,73.6,23.4,74.1,23.6,74.6,25.59,0.13,25.59,Database 1
498,Thailand,-0.74,16.68,23.12,0.56,1.1,59.1,0.14,82583,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34.0,-1.0,no change,22.5,72.5,22.5,72.5,23.0,73.4,23.5,74.3,27.56,0.14,27.56,Database 1
499,Thailand,-0.53,10.77,23.41,0.56,1.1,58.9,0.1,82584,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,1.0,cooler,22.5,72.5,22.5,72.5,23.2,73.8,23.9,75.0,19.69,0.1,19.69,Database 1
500,Thailand,-0.5,10.18,23.56,0.5,1.1,59.1,0.11,82585,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30.0,2.0,cooler,23.5,74.3,23.5,74.3,23.8,74.9,24.1,75.5,21.65,0.11,21.65,Database 1
501,Thailand,-0.3,6.86,24.37,0.56,1.1,58.6,0.12,82586,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37.0,0.0,no change,23.9,75.0,23.9,75.0,24.1,75.4,24.3,75.8,23.62,0.12,23.62,Database 1
502,Thailand,0.05,5.04,25.98,0.8,1.1,58.7,0.13,82587,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,52.0,0.0,no change,23.4,74.1,23.4,74.1,23.9,75.0,24.4,75.9,25.59,0.13,25.59,Database 1
503,Thailand,-0.38,8.08,24.23,0.56,1.1,58.5,0.13,82588,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,0.0,cooler,23.6,74.5,23.6,74.5,24.0,75.2,24.4,75.9,25.59,0.13,25.59,Database 1
504,Thailand,-0.61,12.88,23.11,0.47,1.1,58.6,0.11,82589,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,-1.0,warmer,23.6,74.5,23.6,74.5,23.7,74.7,23.8,74.9,21.65,0.11,21.65,Database 1
505,Thailand,-0.75,16.98,23.03,0.56,1.1,59.8,0.14,82590,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36.0,-1.0,no change,22.6,72.7,22.6,72.7,22.9,73.3,23.3,73.9,27.56,0.14,27.56,Database 1
506,Thailand,,,,0.57,1.1,,,82591,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,19.0,0.0,no change,,,,,,,,,,,,Database 1
507,Thailand,,,,0.55,1.1,,,82592,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28.0,0.0,no change,,,,,,,,,,,,Database 1
508,Thailand,,,,0.65,1.1,,,82593,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,40.0,1.0,cooler,,,,,,,,,,,,Database 1
509,Thailand,0.2,5.85,26.08,0.51,1.1,62.2,0.16,82594,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,2.0,cooler,25.8,78.4,25.8,78.4,26.2,79.1,26.6,79.8,31.5,0.16,31.5,Database 1
510,Thailand,0.05,5.06,25.46,0.56,1.1,59.3,0.19,82595,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30.0,1.0,cooler,25.3,77.5,25.3,77.5,25.7,78.3,26.2,79.1,37.4,0.19,37.4,Database 1
511,Thailand,0.09,5.19,25.79,0.56,1.1,63.3,0.12,82596,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,53.0,1.0,cooler,24.9,76.8,24.9,76.8,25.2,77.4,25.6,78.0,23.62,0.12,23.62,Database 1
512,Thailand,0.06,5.08,25.67,0.56,1.1,63.3,0.12,82597,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32.0,1.0,cooler,24.8,76.6,24.8,76.6,25.1,77.2,25.5,77.8,23.62,0.12,23.62,Database 1
513,Thailand,0.27,6.5,26.29,0.63,1.1,63.0,0.1,82598,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32.0,0.0,no change,24.8,76.6,24.8,76.6,25.2,77.3,25.6,78.0,19.69,0.1,19.69,Database 1
514,Thailand,0.0,5.0,25.32,0.5,1.1,63.2,0.11,82599,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,1.0,cooler,24.7,76.5,24.7,76.5,25.2,77.4,25.8,78.4,21.65,0.11,21.65,Database 1
515,Thailand,0.34,7.46,26.8,0.65,1.1,62.8,0.12,82600,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,0.0,cooler,25.2,77.4,25.2,77.4,25.5,77.9,25.9,78.5,23.62,0.12,23.62,Database 1
516,Thailand,0.63,13.44,27.95,0.71,1.1,61.9,0.12,82601,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,39.0,0.0,cooler,25.9,78.6,25.9,78.6,26.2,79.1,26.4,79.6,23.62,0.12,23.62,Database 1
517,Thailand,0.43,8.89,26.9,0.55,1.1,61.3,0.12,82602,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,1.0,cooler,26.1,79.0,26.1,79.0,26.4,79.5,26.6,80.0,23.62,0.12,23.62,Database 1
518,Thailand,0.4,8.38,26.93,0.56,1.1,61.5,0.13,82603,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28.0,0.0,no change,26.0,78.8,26.0,78.8,26.3,79.3,26.5,79.8,25.59,0.13,25.59,Database 1
519,Thailand,0.45,9.23,26.89,0.56,1.1,60.7,0.11,82604,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,40.0,0.0,no change,26.0,78.8,26.0,78.8,26.3,79.3,26.5,79.8,21.65,0.11,21.65,Database 1
520,Thailand,0.34,7.37,26.3,0.46,1.1,61.1,0.11,82605,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,0.0,no change,26.3,79.3,26.3,79.3,26.5,79.6,26.6,79.9,21.65,0.11,21.65,Database 1
521,Thailand,0.47,9.64,26.99,0.56,1.1,59.8,0.16,82606,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31.0,1.0,cooler,26.4,79.5,26.4,79.5,26.7,80.1,27.1,80.7,31.5,0.16,31.5,Database 1
522,Thailand,0.55,11.42,27.29,0.55,1.1,59.8,0.12,82607,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,20.0,0.0,no change,26.5,79.7,26.5,79.7,26.8,80.2,27.0,80.7,23.62,0.12,23.62,Database 1
523,Thailand,0.44,9.08,26.93,0.55,1.1,59.2,0.15,82608,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,20.0,0.0,no change,26.4,79.5,26.4,79.5,26.7,80.0,26.9,80.5,29.53,0.15,29.53,Database 1
524,Thailand,0.35,7.48,26.31,0.45,1.1,59.1,0.11,82609,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,39.0,0.0,no change,26.2,79.2,26.2,79.2,26.6,79.8,27.0,80.5,21.65,0.11,21.65,Database 1
525,Thailand,0.39,8.11,26.44,0.46,1.1,58.5,0.11,82610,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,1.0,cooler,26.4,79.5,26.4,79.5,26.7,80.0,26.9,80.5,21.65,0.11,21.65,Database 1
526,Thailand,0.5,10.32,27.1,0.55,1.1,58.0,0.12,82611,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37.0,0.0,no change,26.3,79.3,26.3,79.3,26.7,80.0,27.1,80.7,23.62,0.12,23.62,Database 1
527,Thailand,0.59,12.42,27.64,0.65,1.1,59.0,0.15,82612,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33.0,0.0,no change,26.3,79.3,26.3,79.3,26.6,79.9,27.0,80.5,29.53,0.15,29.53,Database 1
528,Thailand,0.24,6.17,26.14,0.46,1.1,59.1,0.15,82613,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,45.0,1.0,no change,26.2,79.2,26.2,79.2,26.6,79.8,27.0,80.5,29.53,0.15,29.53,Database 1
529,Thailand,0.35,7.5,26.43,0.56,1.1,59.9,0.18,82614,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25.0,0.0,no change,26.2,79.2,26.2,79.2,26.5,79.7,26.8,80.2,35.43,0.18,35.43,Database 1
530,Thailand,0.31,6.94,26.07,0.4,1.1,58.6,0.11,82615,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27.0,1.0,cooler,26.4,79.5,26.4,79.5,26.7,80.1,27.0,80.7,21.65,0.11,21.65,Database 1
531,Thailand,0.68,14.59,27.87,0.63,1.1,58.1,0.12,82616,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26.0,1.0,cooler,26.4,79.5,26.4,79.5,26.8,80.2,27.2,80.9,23.62,0.12,23.62,Database 1
532,Thailand,-0.15,5.49,24.84,0.34,1.1,58.6,0.14,82617,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,46.0,-1.0,no change,25.8,78.4,25.8,78.4,26.2,79.1,26.6,79.8,27.56,0.14,27.56,Database 1
533,Thailand,0.01,5.0,25.39,0.41,1.1,58.6,0.14,82618,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,48.0,2.0,cooler,25.9,78.6,25.9,78.6,26.1,79.0,26.3,79.4,27.56,0.14,27.56,Database 1
534,Thailand,0.5,10.12,27.24,0.65,1.1,58.1,0.12,82619,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,46.0,1.0,cooler,25.9,78.6,25.9,78.6,26.1,79.0,26.3,79.4,23.62,0.12,23.62,Database 1
535,Thailand,0.07,5.11,25.61,0.47,1.1,58.4,0.15,82620,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23.0,0.0,no change,25.8,78.4,25.8,78.4,26.1,78.9,26.3,79.4,29.53,0.15,29.53,Database 1
