,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Radiant temperature (¡C),Globe temperature (¡C),Humidity sensation,Outdoor monthly air temperature (¡F)
587,0.5,11,28.86,1.45,1.2,21.4,44.5,0.04,0,24.1,22,0,47.9
588,-0.2,6,25.25,1.03,1.2,19.3,50,0.02,1,26,20.9,0,47.9
589,-0.6,12,23.32,1.1,1.2,17.6,54.8,0.09,0,19.3,18.1,-1,51.6
590,0.5,10,29.16,0.96,2,17.9,55.3,0.1,0,19.7,18.4,-1,51.6
591,0.3,7,27.67,0.82,2,17.9,56.1,0.05,-1,20.4,18.5,-1,51.6
592,-0.3,7,24.65,0.98,1.4,17.8,55.9,0.05,0,21.6,18.8,-1,51.6
593,0.8,18,30.98,1.02,2.1,18.8,53.4,0.04,0,22.2,19.6,1,51.6
594,0.7,16,30.25,0.85,2.2,18.9,54.3,0.05,1,23.4,19.9,0,51.6
595,-0.5,10,23.56,0.71,1.3,19.5,52.9,0.04,-2,25.6,20.8,-2,51.6
596,0.2,6,27.44,1.38,1.2,19.6,52.2,0.02,-1,25,20.8,-1,51.6
597,-0.1,5,25.3,1.03,1.2,19.7,53,0.07,-2,23.8,20.8,0,51.6
598,0.4,8,28.22,1.01,1.6,21,46.4,0.13,0,21.9,21.2,-1,51.6
599,0,5,25.42,0.82,1.2,22.3,44.8,0.04,0,24.2,22.8,0,51.6
600,-0.1,5,25.36,1.07,1.2,19.2,51.8,0.09,1,23.7,20.5,1,51.6
601,0.6,13,30.35,1.22,1.8,18.1,55.8,0.07,0,23.6,19.5,2,51.6
602,0.4,8,28.12,0.88,1.9,17.7,55.7,0.07,0,22.7,19,0,51.6
603,0,5,25.7,1.09,1.2,20.6,49.9,0.04,0,21.5,20.8,2,51.6
604,0.1,5,27.29,1.47,1.2,17.7,57.5,0.13,-2,24.1,19.2,0,51.6
605,0.3,7,27.87,0.93,1.7,19.1,55.4,0.07,-1,22.8,19.8,-2,51.6
606,-0.4,8,23.89,0.84,1.2,20.2,53.5,0.05,-2,23.8,20.9,0,51.6
607,0.4,8,27.7,1.12,1.3,21,52.3,0.07,1,24.4,21.6,1,51.6
608,-0.6,14,23.18,0.73,1.2,19.6,52.2,0.11,-1,24.4,20.8,-1,51.6
609,0.8,17,29.77,0.88,1.8,21.9,48,0.05,2,21.6,21.8,2,51.6
610,0.7,15,29.81,1.09,1.6,21.2,48.7,0.08,0,24.1,22,-1,51.6
611,0.1,5,26.2,1.08,1.2,20.2,53.2,0.04,-1,25.2,21.5,1,51.6
612,0.6,13,28.77,1.13,1.2,23.4,45.1,0.12,2,26,24,0,51.6
613,0,5,26.15,1.06,1.3,19.8,59.2,0.04,1,25,20.9,2,52.8
614,0.6,14,30.16,1.17,1.6,20.9,57.1,0.12,0,24.3,21.6,0,52.8
615,0.1,5,26.41,1.04,1.2,20.7,56.9,0.06,0,26.2,21.8,0,52.8
616,0.6,13,29.2,1.05,1.5,21,56.3,0.06,0,28.6,22.5,0,52.8
617,0.2,6,26.85,1.03,1.2,21.3,55.8,0.07,0,26.4,22.3,0,52.8
618,0.4,8,27.9,1.01,1.3,21.3,56.1,0.1,0,27.2,22.5,0,52.8
619,0.6,13,29.45,0.9,2,20.1,53.7,0.08,0,18.6,19.7,0,53.5
620,-0.5,9,23.5,0.76,1.2,21.6,48.3,0.1,0,20.2,21.2,0,53.5
621,1,25,31.77,0.95,2.2,20.2,54.2,0.02,0,21.3,20.5,0,53.5
622,1.2,33,33.29,1.02,2.5,18.6,51.7,0.1,0,22.8,19.7,-1,53.5
623,0.2,6,26.98,0.92,1.5,20.5,54.2,0.08,2,21.7,20.8,2,53.5
624,0.3,7,27.23,0.97,1.4,20.6,54.2,0.07,1,23.3,21.2,0,53.5
625,0.5,10,28.83,1.01,1.6,20.9,55.5,0.12,0,23.6,21.5,2,53.5
626,0.1,5,26.11,1.07,1.2,21.1,54.5,0.05,-1,21.9,21.3,0,53.5
627,0.9,21,31.7,1.38,1.6,21.3,59.5,0.03,1,23.1,21.7,0,53.5
628,-0.1,5,25.13,0.85,1.2,21.4,60,0.05,-1,23.7,21.9,0,53.5
629,0.8,20,30.2,0.8,2,21.6,52,0.05,0,23.1,22,0,53.5
630,1.1,31,32.55,0.91,2.4,19.9,55.9,0.08,0,23.6,20.8,-1,53.5
631,0,5,25.9,1.05,1.2,20.5,52.4,0.08,-1,23.5,21.2,-1,53.5
632,1.4,44,34.21,1.02,2.5,20.2,56.5,0.05,1,24.2,21.2,1,53.5
633,1.4,43,33.75,0.91,2.5,20.8,54.7,0.04,-1,24.7,21.7,0,53.5
634,1.2,37,32.13,0.7,2.5,21,53.9,0.08,0,24.9,21.9,0,53.5
635,0.6,13,28.85,0.7,1.9,21.3,60.3,0.06,0,25.6,22.1,0,55.7
636,0.5,10,27.95,0.68,1.6,22,59.5,0.07,0,27.1,22.9,0,55.7
637,0.6,12,28.51,0.82,1.5,22.2,58.5,0.07,0,27.1,23,0,55.7
638,0.6,12,28.96,1.02,1.4,21.7,59.9,0.1,1,28.5,22.9,0,55.7
639,0,5,25.61,0.78,1.2,21.4,60.6,0.08,0,29.2,22.8,0,55.7
640,0.4,9,27.75,1.03,1.2,21.8,59.1,0.09,0,28.9,23.1,0,55.7
641,0.3,6,27.41,1.08,1.2,20.7,63.7,0.11,0,29,22.1,0,55.7
642,0.4,8,27.89,0.98,1.4,20.6,64.2,0.09,0,28.6,22,0,55.7
643,0.2,6,26.78,1.03,1.2,21,62.1,0.08,0,26.7,22,1,55.7
644,0.3,7,27.46,1.11,1.2,21.2,62.1,0.08,0,26.5,22.1,-1,55.7
645,0,5,25.5,0.62,1.5,20.8,63.3,0.09,0,26.7,21.9,0,55.7
646,0.4,8,27.99,1.01,1.4,21,63.9,0.08,1,26.3,21.9,0,55.7
647,0.3,7,27.65,0.99,1.3,20.9,66.9,0.07,1,26.4,21.9,-1,53.8
648,0.7,16,30.02,0.93,1.7,21.3,64.2,0.08,0,26.4,22.2,0,53.8
649,0.1,5,26.13,0.83,1.5,19.6,38.8,0.09,0,25.6,21,0,43.4
650,0.2,6,26.5,0.7,1.8,19.5,40.3,0.06,0,23.6,20.5,0,43.4
651,-0.4,9,23.59,0.77,1.4,19.5,42.9,0.06,0,21.5,20,1,43.4
652,0.2,6,27.04,1.12,1.4,20.5,40.6,0.09,1,22.2,20.9,0,43.4
653,0.6,12,29.15,0.97,1.9,19.7,39.7,0.06,0,23.4,20.6,-2,43.4
654,-0.2,6,25.12,1.07,1.2,21.5,36,0.15,0,19.6,21,0,43.4
655,-0.3,7,24.92,1.03,1.2,19,27.9,0.1,-1,25.6,20.7,0,43.4
656,-0.1,5,25.78,1.08,1.3,18.7,28.3,0.1,0,26.7,20.8,0,43.4
657,0.3,6,26.77,0.83,1.4,21.2,39.4,0.1,1,26.4,22.4,0,43.4
658,0.1,5,25.82,0.91,1.2,22.2,38.9,0.06,0,24.4,22.7,0,43.4
659,0,5,25.59,0.91,1.2,21.1,41,0.09,-1,26.2,22.3,2,43.4
660,-1.2,35,20.23,0.74,1.4,16.4,42.4,0.07,-2,16.6,16.5,-2,40.8
661,-0.4,8,24.13,1.11,1.4,17,39.8,0.08,-2,17.3,17,0,40.8
662,-1.1,32,21.14,0.93,1.2,16.2,45.5,0.1,-2,20.5,17.1,-3,40.8
663,-0.7,14,23.15,1.2,1.2,16.4,45.7,0.1,-2,19.9,17.1,-1,40.8
664,-0.8,19,22.28,1.02,1.2,17.3,44.2,0.06,-1,19.7,17.8,0,40.8
665,-0.2,6,25.39,1.32,1.2,17.9,42.3,0.06,-2,22.3,18.9,-1,40.8
666,0.6,13,28.8,1.21,1.3,22.5,33.5,0.06,1,24.1,22.9,2,40.8
667,-0.2,6,25.19,1.13,1.2,19.5,46.5,0.01,0,20.4,20.3,0,46.9
668,0.2,5,26.66,1.17,1.2,20.6,46.4,0.06,0,21.8,21.4,0,46.9
669,0,5,25.65,1.03,1.3,20.1,49.1,0.02,0,21.2,20.9,0,46.9
670,0.1,5,26.21,1.18,1.2,20.8,48.2,0.04,0,20.7,20.7,1,46.9
671,0.6,13,29.44,1.07,1.7,20.7,45.1,0.02,0,22.1,21.7,0,46.9
672,0.4,8,28.22,1.1,1.5,20,46.6,0.04,0,22.1,21.4,0,46.9
673,1,28,32.55,1.03,2.3,19.2,50.8,0.02,0,20.9,20.5,0,46.9
674,0.3,7,27.5,1.02,1.6,19.8,49.4,0.02,0,20.5,20.4,0,47
675,-0.6,13,23.1,0.87,1.2,19,54.4,0.03,-1,20.3,19.9,0,47
676,-0.4,8,23.95,0.83,1.2,20.3,51.8,0.03,1,21.5,21.1,2,47
677,0.3,7,26.99,0.87,1.5,20.8,46.9,0.02,0,22.2,21.8,-1,47
678,0.1,5,26.41,1.16,1.2,19.6,50.5,0.05,0,22,21.2,0,47
679,0.4,8,28.23,1.07,1.5,19.9,52.9,0.02,0,21.4,21,0,47
680,0.4,8,27.73,0.97,1.6,20.3,49.3,0.05,0,21.4,21,0,47
681,0.9,23,31.39,1.03,2,21.1,44.5,0.06,1,21.7,21.5,0,43.1
682,0.4,8,29.56,1.36,1.8,15.9,53.6,0.07,-2,17.4,16.9,-3,43.1
683,0.7,14,29.44,0.93,1.9,21,42.2,0.06,0,20.1,20.5,0,43.1
684,0.3,7,27.83,1.41,1.2,20.6,44.6,0.07,0,21.2,21,0,43.1
685,0,5,26.02,0.99,1.4,19.7,54.3,0.04,0,20.5,20.3,1,51.9
686,0.5,11,29.04,1.01,1.6,20.9,49.8,0.13,0,22.9,22,0,51.9
687,0.4,8,27.8,0.96,1.6,19.9,52.8,0.04,0,21.9,21.2,0,51.9
688,-0.1,5,25.76,1.1,1.2,19.2,54.7,0.07,0,21.6,20.7,0,51.9
689,0.3,7,27.44,1.08,1.3,21.7,46.8,0.02,0,22,21.9,0,51.9
690,0,5,25.51,0.88,1.2,21.6,52.3,0.04,0,22.6,22.3,0,51.9
691,0.5,9,28.79,0.95,1.8,18.5,55.5,0.05,0,21.5,20.4,1,51.9
692,-0.2,6,24.89,1.1,1.2,19.2,54.3,0.04,-1,20.1,19.8,-1,51.9
693,-0.2,6,25.14,1.02,1.3,19.3,54.7,0.09,0,20.5,20,0,51.9
694,0.5,10,28.8,1.16,1.4,20.6,51.2,0.06,-1,22.1,21.5,2,51.9
695,0.5,11,27.71,0.76,1.6,23.1,44.7,0.08,-1,23.1,23.1,0,51.9
696,0.1,5,25.84,0.67,1.6,21.2,49.3,0.03,0,22.1,21.8,-1,51.9
697,0.2,6,27,1.19,1.2,20.8,51.2,0.02,0,21.9,21.7,0,51.9
698,1.3,40,33.87,0.98,2.5,20.2,57,0.01,1,21.1,20.9,0,51.9
699,0.6,12,28.49,0.72,1.9,20.9,53.4,0.03,0,21.5,21.3,1,51.9
700,0.6,12,29.2,1.03,1.6,21,57.8,0.02,1,21.8,21.6,0,51.9
701,0.8,19,29.58,0.67,2,22,53.1,0.04,-1,22.9,22.6,0,51.9
702,0.4,8,27.04,0.63,1.7,21.2,50.6,0.06,0,22.6,22.1,0,51.9
703,0.2,6,26.54,1.03,1.2,21.8,51,0.03,0,22.4,22.2,-1,51.9
704,0.6,13,29.2,1.13,1.5,21.4,49.1,0.02,0,22.5,22.2,0,51.9
705,0.6,12,28.95,1.15,1.4,21.4,48.9,0.02,2,23.1,22.7,1,51.9
706,0.5,11,27.92,1.06,1.2,23.3,45.1,0.05,0,23.9,23.7,2,51.9
707,0.7,16,29.57,1.33,1.2,23.3,45.4,0.1,1,23.8,23.6,2,51.9
708,0.7,14,29.63,1.49,1.2,21.6,50.6,0.02,0,22.9,22.5,-2,51.9
709,0.1,5,26.35,1.07,1.2,20.7,50.2,0.02,0,22.3,22,1,51.9
710,0.4,9,27.89,1.23,1.2,22.1,50,0.01,0,22.2,22.2,1,51.9
711,1.2,37,33.05,0.93,2.4,20.9,49.5,0.02,0,22.1,21.8,0,51.9
712,0.1,5,26.12,0.9,1.3,21.1,48.7,0.03,2,22.3,22,2,51.9
713,0,5,25.76,1.02,1.3,19.9,52.1,0.03,0,21.5,21.1,0,51.9
714,-0.3,7,24.16,0.81,1.2,20.6,49.4,0.04,0,21.9,21.5,0,51.9
715,0,5,25.66,1.03,1.3,19.9,52.4,0.02,-1,21.2,20.9,0,51.9
716,1.3,42,33.94,0.99,2.6,19.7,51.1,0.06,0,21.3,20.7,0,51.9
717,-0.5,10,23.43,0.71,1.3,19.4,52,0.02,-1,21.4,20.9,0,51.9
718,1.5,49,33.86,0.99,2.7,20.5,52.3,0.02,0,21.5,21.3,2,51.9
719,-0.7,16,22.56,0.78,1.2,19.5,50.7,0.02,0,20.4,20.2,2,51.9
720,0.4,9,27.66,0.83,1.6,21.7,47.7,0.03,0,21.9,21.9,-1,51.9
721,-0.1,5,25.26,0.8,1.2,21.7,47.4,0.06,-2,23.3,22.7,-1,51.9
722,0.1,5,26.57,1.12,1.2,20.6,51.6,0.02,0,22.1,21.8,0,51.9
723,1,27,32.85,1.19,2,20.7,56.8,0.05,0,21.3,21.1,-1,51.9
724,0.1,5,26.17,1.08,1.2,20.9,58,0.02,0,21.3,21.2,0,51.9
725,1.2,37,34.3,1.21,2.2,20.8,57.4,0.03,0,21.8,21.5,0,51.9
726,0.6,13,29.79,1.6,1.2,20.8,57.8,0.04,0,21.8,21.5,-1,51.9
727,0.1,5,26.46,1.03,1.2,20.9,55,0.04,2,22.7,22.1,-1,51.9
728,0.2,6,27.14,1.14,1.2,20.7,56.2,0.05,0,22.5,21.9,-1,51.9
729,0.2,6,26.23,0.58,1.7,20.9,55.4,0.05,0,22.3,21.8,-1,51.9
730,0,5,25.78,0.93,1.2,21.2,50.4,0.05,0,22.7,22.2,0,51.9
731,-0.1,5,25.61,1.08,1.2,19.2,54.6,0.04,0,21.7,20.9,0,51.9
732,0.6,13,29.09,1.07,1.5,22.2,48.9,0.09,0,22.4,22.3,2,51.9
733,0.4,9,28.46,1.42,1.2,20.5,53.4,0.02,-1,21.9,21.6,0,51.9
734,0.2,6,26.78,1.07,1.2,22.1,50.9,0.03,0,22.1,22.1,0,51.9
735,0.2,6,26.72,1.03,1.2,21.8,50.2,0.05,0,22.7,22.4,0,51.9
736,0.5,10,28.45,1.34,1.2,21.2,53,0.05,0,22.4,22,0,51.9
737,0.2,6,27.02,1.17,1.2,20.5,55.1,0.03,0,22.2,21.7,0,51.9
738,0.4,9,28.19,1.03,1.5,20.7,53,0.01,0,22.2,21.9,0,51.9
739,0.2,6,27.14,0.97,1.5,19.6,57.1,0.04,0,21.5,20.9,0,51.9
740,0.1,5,26.12,1.04,1.2,21.6,47.8,0.02,2,21.8,21.8,0,48
741,-0.1,5,25.18,0.85,1.2,21.9,48.8,0.02,0,22.4,22.3,0,48
742,0.3,7,27.1,1.08,1.2,22.1,48.2,0.06,0,22.7,22.5,1,48
743,0.4,8,27.62,1.01,1.3,21.9,46.4,0.03,0,23,22.7,1,48
744,0.5,10,27.77,1.03,1.3,22.7,45.4,0.04,1,23.6,23.3,0,48
745,0.5,11,28.17,1.14,1.2,22.7,45.6,0.03,0,23.8,23.5,0,48
746,0.1,5,26.12,1.01,1.3,20.5,50.5,0.01,0,22,21.7,0,48
747,0,5,25.25,0.82,1.3,21.8,46.7,0.08,-1,21.5,21.6,0,48
748,0.1,5,26.52,1.03,1.2,21.5,46.9,0.11,-1,22.7,22.2,0,48
749,0.5,11,28.52,1.11,1.3,21.9,47.4,0.07,1,23.5,22.9,-1,48
750,-0.1,5,25.28,1,1.3,19.4,47.1,0.02,0,20.8,20.4,-1,48
751,0.4,9,26.91,0.85,1.2,25.2,39.9,0.06,2,23.7,24.3,2,48
752,0.2,6,26.85,1.13,1.2,21.3,44.5,0.02,-2,22.4,22.2,0,48
753,0.2,6,26.92,1.19,1.2,21.1,43.7,0.02,0,22,21.8,0,48
754,0.6,13,29.44,1.09,1.6,20.9,50.8,0.02,0,21.8,21.6,2,48
755,1.5,51,34.7,1.22,2.5,21.8,47.5,0.01,1,22,21.9,0,48
756,0.7,15,29.79,0.92,1.9,20.5,50.6,0.02,0,20.8,20.8,0,48
757,1.2,33,32.55,0.92,2.4,20.9,47.6,0.03,1,21.1,21,0,48
758,1.4,48,34.13,1.11,2.6,20.6,49,0.02,0,21.1,21,0,48
759,0.7,16,30.36,1.04,1.9,20,51,0.05,0,21.2,20.7,0,48
760,0.2,6,26.52,1.03,1.2,22.7,46.4,0.09,2,22,22.3,0,48.1
761,0.1,5,25.9,0.91,1.3,21.3,46,0.02,0,21.8,21.7,0,48.1
762,0.2,6,26.6,1.06,1.2,22.2,42.6,0.04,0,22.3,22.3,1,48.1
763,0.4,9,27.69,1.01,1.3,22.2,41.9,0.05,0,23.2,22.8,1,48.1
764,0.9,23,31.04,1.02,1.8,22.2,46.3,0.05,0,23,22.8,0,48.1
765,-0.1,5,25.47,1.04,1.2,20.5,45.7,0.03,0,21.5,21.2,2,48.1
766,0.2,6,27.87,0.98,2,15.7,52,0.05,0,17.9,17.1,-1,48.1
767,1.1,29,31.61,1.04,1.8,23.6,41.1,0.02,2,23.9,23.8,2,48.1
768,0.8,20,30.13,0.97,1.6,23.3,45.9,0.09,1,23.8,23.6,1,48.1
769,0.3,7,27.33,0.96,1.5,21.4,52.4,0.05,0,21,21.1,0,49.6
770,0.3,7,27.73,1.11,1.3,20.5,52.9,0.05,0,22.3,21.7,0,49.6
771,1.3,42,33.86,1.01,2.4,21.2,51,0.04,0,22.2,21.9,0,49.6
772,0.7,15,28.89,0.66,2,21.6,51.8,0.02,0,22.1,22,0,49.6
773,0,5,25.34,0.87,1.2,22.1,53.6,0.02,0,22,22,0,49.6
774,0.6,13,29.3,1.29,1.3,21.3,54.8,0.03,0,22.5,22.2,0,49.6
775,0.1,5,26.27,1.02,1.3,20.6,53.8,0.01,0,21.9,21.7,0,49.6
776,0.6,12,29.02,1.05,1.6,21.4,52,0.02,0,21.7,21.6,0,49.6
777,-0.5,11,23.38,0.78,1.2,19.8,55.3,0.02,0,21.5,21.1,0,49.6
778,0.1,5,26.56,1.11,1.3,20.2,55.8,0.04,0,21.3,21,0,49.6
779,0.3,6,27.15,1.08,1.3,20.8,53.1,0.03,-1,21.6,21.4,-1,49.6
780,0.7,16,29.97,0.95,1.8,21.5,53.8,0.02,1,21.7,21.6,0,49.6
781,1.4,46,33.95,1.06,2.7,19.9,55.6,0.04,2,20,20,-1,54.3
782,0.3,7,27.5,1.09,1.4,19.8,55.7,0.03,-1,20.9,20.6,-1,54.3
783,1.3,39,33.79,1.01,2.4,20.8,57.2,0.04,0,21.3,21.1,2,54.3
784,1.6,57,34.82,1.02,2.7,21.9,53.5,0.11,2,22.4,22.2,-1,54.3
785,0,5,25.53,0.86,1.3,21.4,52.6,0.03,2,22.2,22,0,54.3
786,0.4,9,27.86,0.99,1.4,21.6,54.2,0.04,1,22.6,22.3,0,54.3
787,0.5,10,28.42,0.9,1.6,21.3,55.6,0.04,0,22.8,22.3,-1,54.3
788,0.9,24,30.69,0.78,2,22.2,52.2,0.05,0,23,22.8,-1,54.3
789,0.9,23,31.37,1.09,1.7,22,53.9,0.02,1,22.8,22.6,0,54.3
790,0.7,15,29.54,1.22,1.3,21.8,55.1,0.05,1,23.5,22.9,0,54.3
791,-0.5,11,22.95,0.84,1.4,19.3,43.2,0.05,-1,17.9,18.4,0,48
792,-0.1,5,25.55,1.39,1.1,20.1,43.6,0.08,-2,19.4,19.7,1,48
793,0.2,6,26.67,0.91,1.6,19.7,42.7,0.03,-1,20.5,20.3,0,48
794,0.1,5,26.35,1.14,1.3,20.2,42.5,0.05,1,20.7,20.5,-1,48
795,0.7,15,29.76,0.92,2,20.1,42.1,0.02,-1,20.9,20.7,-2,48
796,0.5,11,28.76,1.43,1.2,21.1,39.3,0.07,1,22.9,22.2,1,48
797,0.1,5,25.79,0.82,1.3,21.6,38.2,0.04,0,23,22.6,0,48
798,0.6,11,28.43,1,1.5,22,37.8,0.05,0,22.7,22.5,0,48
799,0.4,9,27.95,1.01,1.5,21.3,40.6,0.02,0,22.7,22.3,1,48
800,0.4,8,27.63,1.16,1.2,22.4,43.8,0.02,0,22.8,22.7,0,48
801,1.1,32,32.34,0.99,2.1,22.3,44,0.02,0,23.1,22.9,0,48
802,0.8,19,29.04,0.63,1.9,23.3,43.5,0.03,0,23.7,23.6,0,48
803,0.2,6,26.03,0.73,1.2,23.3,41,0.03,0,24.9,24.5,0,48
804,0.7,15,28.87,1.15,1.2,23.4,40.9,0.03,1,25,24.6,-1,48
805,0.2,6,26.93,1.12,1.5,18.8,43.2,0.03,0,19.9,19.6,0,53
806,-0.2,5,25.16,1.02,1.3,19.2,46.5,0.05,0,20.2,19.8,0,53
807,-1.5,49,20.69,0.77,1,19.1,64.3,0.04,-1,20,19.7,0,50.8
808,0.4,8,28.31,1.14,1.5,19.3,62.7,0.02,-1,20.5,20.2,0,50.8
809,-0.2,6,24.96,1.03,1.2,19.8,61.8,0.04,0,20.5,20.3,0,50.8
810,0.2,6,27.27,1.01,1.5,19.5,61.4,0.03,0,21,20.5,-1,50.8
811,0.6,13,30.24,1.3,1.6,19.7,60.8,0.02,-1,21.1,20.7,0,50.8
812,-0.5,11,23.39,0.78,1.2,19.6,62.5,0.04,-1,21.4,20.8,-1,50.8
813,0.3,7,27.98,1.04,1.5,19.8,63.9,0.04,0,21.3,20.8,-1,50.8
814,0.2,6,26.8,1.01,1.3,19.8,63.1,0.03,-1,21.8,21.3,0,50.8
815,0.2,6,27.34,1.23,1.3,19.5,64.9,0.06,-2,21.1,20.5,-1,50.8
816,0.6,12,30.02,1.11,1.7,18.8,66.6,0.02,0,20.8,20.3,0,50.8
817,0,5,26.16,1.14,1.2,19.6,63.3,0.06,0,21.1,20.6,1,50.8
818,0.2,6,26.97,1.21,1.2,20,62.6,0.05,-1,21.4,21,-1,50.8
819,-0.1,5,25.46,1.03,1.2,20,63,0.02,0,21.2,20.9,0,50.8
820,0.1,5,26.5,1.1,1.2,19.7,66.1,0.04,0,21.5,20.9,-1,50.8
821,-0.3,7,24.58,1.1,1.2,19.8,42.3,0.03,2,19.6,19.7,2,42.7
822,-0.2,6,24.76,1.04,1.2,20.5,39.2,0.03,0,20.4,20.4,0,42.7
823,0.3,7,27.5,0.96,1.6,20.4,42.1,0.04,0,20.8,20.7,0,42.7
824,0.1,5,26.28,1.1,1.2,21.4,40.6,0.02,0,21.9,21.7,-1,42.7
825,0.8,17,29.58,0.97,1.6,22.9,42.7,0.03,1,23.3,23.2,2,42.7
826,0.2,6,26.54,1.03,1.2,21.8,40.3,0.02,0,23,22.7,0,42.7
827,0.9,21,31.25,1.35,1.6,21.5,39.3,0.02,0,22.7,22.4,0,42.7
828,-1.3,39,20.63,0.73,1.2,17.9,48.2,0.01,-1,18.8,18.7,0,43.3
829,-0.7,16,22.76,0.91,1.2,18.5,47.1,0.03,-1,19.6,19.3,-1,43.3
830,-0.5,11,23.52,1.09,1.2,18.2,45.1,0.01,0,18.8,18.7,-1,43.3
831,0.2,6,26.89,0.88,1.8,18.4,43.4,0.01,-1,19.4,19.2,-1,43.3
832,0.8,17,30.46,1,2,20.1,47.4,0.02,0,20.5,20.4,0,43.3
833,-0.2,6,24.79,1.12,1.2,19.4,43.2,0.01,-1,20,19.9,0,43.3
834,0,5,25.29,0.73,1.2,22.5,39.9,0.07,2,24,23.5,1,49.1
835,0.4,8,27.62,1.03,1.2,22.1,39.6,0.1,0,24.8,23.6,0,49.1
836,0.5,11,28.16,1.01,1.3,22.7,38.9,0.03,1,24.1,23.7,0,49.1
837,0.5,10,27.55,0.97,1.3,23.2,36.6,0.01,1,24.2,24,1,49.1
838,0.1,5,26.04,0.95,1.2,20.9,46.2,0.03,0,23.5,22.7,0,49.1
839,0.3,7,27.06,1.06,1.3,21.4,46.3,0.04,0,22.6,22.2,0,49.1
840,0.2,6,26.8,1.02,1.3,21.2,48.4,0.04,0,22.5,22.1,0,49.1
841,0.5,11,28.01,1.01,1.3,23.1,40.2,0.02,0,24,23.8,1,49.1
842,0.3,7,27.34,1.06,1.2,21.8,45.4,0.04,0,23.3,22.9,0,49.1
843,0.5,10,28.72,1.09,1.5,21,57.3,0.08,0,21.5,21.3,0,55.1
844,0.3,7,26.86,0.66,1.6,21.7,53.4,0.04,0,22.9,22.5,0,55.1
845,0.7,16,29.99,0.94,1.7,21.3,56.8,0.03,0,22.5,22.2,0,55.1
846,0.4,8,27.56,1.01,1.3,21.3,56.3,0.06,0,23,22.4,0,55.1
847,0,5,25.9,1.1,1.2,19.5,60.8,0.02,0,21.6,21,0,55.1
848,0.1,5,26.24,1.08,1.2,20.3,58.6,0.03,0,21.9,21.4,0,55.1
849,0,5,25.61,0.99,1.2,20.8,56.4,0.02,0,21.7,21.5,0,55.1
850,0.4,9,28.03,0.98,1.5,20.9,56.2,0.04,0,22.1,21.7,1,55.1
851,1.8,68,34.53,0.88,2.8,22.9,44.7,0.05,0,23.9,23.5,1,55.1
852,1.1,30,32.25,1.01,2,21.7,43.2,0.15,0,24.7,23.3,1,55.1
853,1.2,35,32.25,0.96,2,23.4,39.9,0.03,1,24.3,24,0,55.1
854,0.4,8,27.14,0.81,1.3,22.4,38.5,0.07,0,25,24,0,55.1
855,0.1,5,25.64,0.73,1.2,23,41,0.03,0,24.4,24,0,55.1
856,0.8,20,29.86,1.04,1.4,23.3,49.5,0.02,0,24.7,24.4,0,55.1
857,0.7,15,28.43,0.99,1.2,24.1,45.8,0.04,0,25.1,24.8,0,55.1
858,0.4,9,27.22,0.69,1.4,23.3,48.5,0.02,0,24.7,24.3,0,55.1
859,0.2,6,26.28,0.74,1.2,23.1,50.4,0.04,0,24.8,24.3,0,55.1
860,0.7,16,28.72,0.91,1.3,24.1,45.7,0.03,1,25,24.7,0,55.1
861,0.8,18,29.39,1.01,1.3,23.5,48.5,0.04,1,25.1,24.6,0,55.1
862,1.1,28,30.45,0.63,2,23.6,48.5,0.04,0,24.8,24.4,0,55.1
863,0.6,12,27.65,0.83,1.2,24.4,40.3,0.08,1,25.8,25.3,1,55.1
864,1.7,60,34.02,0.86,2.6,22.5,47.1,0.09,0,24.8,23.8,0,55.1
865,0.4,9,28.08,0.92,1.6,20.5,46.5,0.02,0,22.4,22,0,52.4
866,0.8,19,30.08,1.11,1.5,23.1,44.8,0.05,1,23.7,23.5,0,52.4
867,0.3,6,26.23,0.74,1.2,23.9,42.6,0.08,0,24.6,24.3,1,52.4
868,0.6,12,28.63,0.89,1.6,21.3,47.1,0.02,-1,23.4,22.8,0,52.4
869,0.7,16,29.24,1.04,1.4,23.4,43.7,0.02,0,23.8,23.7,2,52.4
870,0.7,14,29,1.28,1.2,22.7,44.5,0.03,0,23.9,23.5,1,52.4
871,0.8,19,29.91,0.94,1.7,22.8,41.3,0.03,0,23.7,23.4,2,52.4
872,0.5,10,27.38,0.69,1.5,23.7,42.8,0.01,0,24.3,24.2,2,52.4
873,0.8,17,29.9,0.93,1.7,21.9,48.3,0.01,0,23,22.7,0,52.4
874,1.7,62,33.9,0.68,2.8,23.1,46.5,0.01,1,23.8,23.7,2,52.4
875,0,5,25.11,0.68,1.2,22.9,51.2,0.04,0,23.7,23.4,0,52.4
876,1,24,28.83,0.56,1.6,26.2,41.1,0.02,0,25.9,26,0,52.4
877,0.7,14,28.51,1.03,1.2,23.9,48.6,0.06,1,24.8,24.4,2,52.4
878,0.4,8,26.75,0.73,1.2,23.8,47.7,0.03,2,25.5,25,0,52.4
879,0.7,17,28.64,1.03,1.2,24.4,40,0.05,2,25.4,25,1,52.4
880,0.8,17,29.01,1.03,1.2,23.9,51.6,0.04,0,25.5,25,2,52.4
