Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,PMV,PPD,SET,Clo,Met
27,46,0.17,29.7,-1,0.2,6,25.92,0.62,1
27,46,0.17,29.7,-1,0.2,6,25.92,0.62,1
26.9,47,0.09,29.7,-1,0.5,11,26.89,0.62,1
27.7,46,0.07,29.7,-1,0.8,19,27.47,0.62,1
27.7,46,0.07,29.7,-1,0.9,23,28.09,0.72,1
26.9,45,0.11,29.7,-1,0.3,7,26.36,0.62,1
26.9,45,0.11,29.7,-1,0.3,7,26.36,0.62,1
26.5,57,0.07,29.7,-1,0.5,11,26.86,0.62,1
26.4,56,0.15,29.7,-1,0.4,9,27.09,0.68,1
26.4,56,0.15,29.7,-1,0.5,10,27.36,0.72,1
26.4,56,0.27,29.7,-1,0.5,11,26.69,0.62,1.2
26.3,53,0.08,29.7,-1,0.8,18,27.94,0.62,1.2
27.1,52,0.15,29.7,-1,0.4,8,26.63,0.62,1
26.7,53,0.26,29.7,-1,0.2,6,25.57,0.62,1
26.8,53,0.14,29.7,-1,0.4,8,26.74,0.62,1
26.4,59,0.15,29.7,-1,0.5,11,27.47,0.68,1
28.3,51,0.04,29.7,-1,1,25,28,0.62,1
28.5,48,0.05,29.7,-1,1,28,28.22,0.62,1
28.5,48,0.05,29.7,-1,1.1,32,28.6,0.68,1
26.3,46,0.04,29.7,-1,0.7,15,27.46,0.72,1
26.3,46,0.04,29.7,-1,0.7,15,27.46,0.72,1
26.3,46,0.04,29.7,-1,0.6,13,27.21,0.68,1
26.3,46,0.04,29.7,-1,0.7,15,27.46,0.72,1
24.6,54,0.05,29.7,-1,0.1,5,25.58,0.68,1
24.6,54,0.05,29.7,-1,0,5,25.15,0.62,1
24.6,54,0.05,29.7,-1,0.1,5,25.58,0.68,1
24.6,54,0.05,29.7,-1,0.1,5,25.58,0.68,1
27.7,52,0.08,29.7,-1,0.9,22,28.19,0.72,1
25.9,36,0.01,29.7,-1,0.3,7,26.03,0.68,1
25.6,52,0.02,29.7,-1,0.2,6,25.73,0.63,1
25.9,52,0.4,29.7,-1,-0.4,8,23.87,0.68,1
25.6,52,0.06,29.7,-1,0.6,13,27.69,0.95,1
25.6,52,0.06,29.7,-1,0.1,5,25.55,0.63,1
26.7,48,0.07,29.7,-1,0.5,11,26.77,0.72,1
26.6,47,0.11,29.7,-1,0.2,6,26.01,0.62,1
26.1,47,0.07,29.7,-1,0.3,6,25.92,0.63,1
26.1,47,0.07,29.7,-1,0.4,9,26.52,0.72,1
26.4,48,0.2,29.7,-1,0.2,6,26,0.72,1
28.1,40,0.18,29.7,-1,0.5,11,26.69,0.62,1
24.4,40,0.03,29.7,-1,0,5,25.55,0.68,1
24.4,40,0.03,29.7,-1,0,5,25.55,0.68,1
24.4,40,0.03,29.7,-1,0.1,5,25.8,0.72,1
26.2,60,0.05,29.7,-1,0.7,14,27.45,0.68,1
26.2,60,0.05,29.7,-1,0.6,12,27.03,0.62,1
26.2,60,0.05,29.7,-1,0.7,14,27.45,0.68,1
28.6,54,1.02,29.7,-1,0.2,6,24.47,0.62,1
26.6,51,0.25,29.7,-1,0.1,5,25.36,0.68,1
28.6,57,0.04,29.7,-1,1.5,49,30.77,0.95,1
25.6,45,0.34,29.7,-1,-0.2,6,24.66,0.68,1
25.6,45,0.34,29.7,-1,-0.3,7,24.26,0.62,1
25.6,45,0.34,29.7,-1,-0.2,6,24.66,0.68,1
25.6,45,0.34,29.7,-1,-0.2,6,24.66,0.68,1
25.6,45,0.34,29.7,-1,-0.2,6,24.66,0.68,1
28.7,67,1.14,29.7,-1,0.5,11,25.61,0.62,1
28.7,67,1.14,29.7,-1,0.6,12,25.69,0.63,1
28.7,67,1.14,29.7,-1,0.5,11,25.61,0.62,1
27.9,61,0.28,29.7,-1,0.9,21,27.77,0.68,1
27.9,61,0.28,29.7,-1,0.9,21,27.77,0.68,1
27.9,61,0.28,29.7,-1,0.8,17,27.33,0.62,1
25.9,42,0.19,29.7,-1,0,5,25.42,0.68,1
25.9,42,0.19,29.7,-1,-0.1,5,25.02,0.62,1
25.9,42,0.19,29.7,-1,0,5,25.42,0.68,1
28.9,63,0.48,29.7,-1,1,25,27.42,0.63,1
28.9,63,0.48,29.7,-1,1,25,27.42,0.63,1
28.9,63,0.48,29.7,-1,1,25,27.42,0.63,1
29.6,59,0.33,29.7,-1,1.2,35,28.16,0.62,1
29.7,60,0.16,29.7,-1,1.5,52,30.56,0.72,1
29.7,60,0.16,29.7,-1,1.5,52,30.56,0.72,1
29.5,61,0.46,29.7,-1,1.3,41,28.59,0.72,1
29.5,61,0.46,29.7,-1,1.3,38,28.29,0.68,1
29.5,61,0.38,29.7,-1,1.3,41,28.78,0.72,1
28.9,62,0.34,29.7,-1,1,28,27.9,0.62,1
29.7,65,0.11,29.7,-1,1.6,56,31.15,0.68,1
29.6,58,0.3,29.7,-1,1.3,40,28.61,0.63,1
28.9,62,0.43,29.7,-1,1.4,46,29.71,0.95,1
28.8,63,0.2,29.7,-1,1.2,34,29,0.63,1
26.9,49,0.02,29.7,-1,0.6,11,26.78,0.62,1
26.9,49,0.02,29.7,-1,0.6,11,26.78,0.62,1
26.9,49,0.02,29.7,-1,0.6,11,26.78,0.62,1
26.9,45,0.03,29.7,-1,0.5,10,26.46,0.62,1
26.9,45,0.03,29.7,-1,0.5,10,26.46,0.62,1
26.9,45,0.03,29.7,-1,0.6,12,26.85,0.68,1
26.9,45,0.03,29.7,-1,0.5,10,26.46,0.62,1
25.9,55,0.01,29.7,-1,0.4,9,26.56,0.72,1
25.9,55,0.01,29.7,-1,0.5,10,26.81,0.62,1
27.1,55,0.04,29.7,-1,1.5,53,32.72,0.57,2
27.1,55,0.04,29.7,-1,0.7,16,27.47,0.68,1
27.1,61,0.02,29.7,-1,0.8,17,27.73,0.68,1
27.1,61,0.02,29.7,-1,0.8,17,27.73,0.68,1
27.2,54,0.08,29.7,-1,0.3,6,25.82,0.68,1
27.2,54,0.08,29.7,-1,0.3,6,25.82,0.68,1
27.2,54,0.08,29.7,-1,0.3,6,25.82,0.68,1
27.3,51,0.03,29.7,-1,0.6,13,26.95,0.62,1
25.8,53,0.04,29.7,-1,0.2,6,25.9,0.63,1
27.2,61,0,29.7,-1,0.9,22,28.27,0.72,1
27.1,56,0.06,29.7,-1,0.7,16,27.57,0.72,1
27.1,55,0.04,29.7,-1,0.7,16,27.47,0.68,1
26.5,48,0.3,29.7,-1,0.1,5,25.39,0.68,1
26.7,48,0.16,29.7,-1,0.5,10,27.09,0.72,1
26.6,48,0.12,29.7,-1,0.4,9,26.91,0.68,1
23.6,48,0.08,29.7,-1,0.4,8,26.91,0.72,1
26,47,0.09,29.7,-1,0.3,7,26.15,0.68,1
25.9,49,0.08,29.7,-1,0.2,6,25.7,0.62,1
25.5,46,0.26,29.7,-1,0.3,8,26.61,0.95,1
22.7,49,0.18,29.7,-1,-0.2,6,25.35,0.95,1
23.3,48,0.11,29.7,-1,0,5,25.92,0.95,1
23.3,48,0.11,29.7,-1,-0.6,12,23.76,0.63,1
23.7,47,0.06,29.7,-1,-0.3,7,24.57,0.63,1
22.9,49,0.33,29.7,-1,-0.3,7,24.71,0.95,1
22.9,49,0.33,29.7,-1,-0.9,24,22.84,0.68,1
23.2,51,0.1,29.7,-1,-0.4,8,24.16,0.68,1
23.2,51,0.1,29.7,-1,-0.3,7,24.44,0.72,1
23.5,51,0.05,29.7,-1,-0.4,8,24.15,0.68,1
23.5,51,0.05,29.7,-1,-0.4,8,24.15,0.68,1
22.7,49,0.18,29.7,-1,-0.2,6,25.35,0.95,1
24.3,45,0.02,29.7,-1,-0.1,5,24.83,0.72,1
24.3,45,0.02,29.7,-1,0.2,6,26.33,0.95,1
24.3,45,0.02,29.7,-1,-0.1,5,24.83,0.72,1
28.5,37,0.03,29.7,-1,1.2,34,28.39,0.62,1
28.3,39,0.05,29.7,-1,1.1,28,28.1,0.62,1
28.4,39,0.09,29.7,-1,1,27,28.2,0.63,1
28.4,39,0.09,29.7,-1,1.1,32,28.71,0.72,1
28.7,45,0.02,29.7,-1,1.1,32,28.38,0.62,1
28.7,42,0.04,29.7,-1,0.7,16,27.24,0.72,1
28.7,42,0.04,29.7,-1,0.7,16,27.24,0.72,1
28.6,43,0.03,29.7,-1,1.2,33,28.61,0.68,1
28.7,44,0.02,29.7,-1,1.1,32,28.4,0.62,1
28.7,44,0.04,29.7,-1,1.2,35,28.75,0.68,1
28.7,44,0.04,29.7,-1,1.2,37,28.99,0.72,1
28.7,44,0.04,29.7,-1,1.1,32,28.39,0.62,1
28.2,57,0.02,29.7,-1,1.2,34,29,0.68,1
25.6,45,0.34,29.7,-1,-0.2,6,24.66,0.68,1
25.6,45,0.34,29.7,-1,-0.2,6,24.66,0.68,1
27.3,44,0.44,29.7,-1,0.8,17,27.32,0.95,1
26.1,36,0.05,29.7,-1,0.4,9,26.44,0.62,1
26.1,36,0.05,29.7,-1,0.5,11,26.8,0.68,1
26.1,36,0.05,29.7,-1,0.4,9,26.44,0.62,1
26.1,36,0.05,29.7,-1,0.5,11,26.8,0.68,1
25.4,36,0.08,29.7,-1,0.1,5,25.47,0.68,1
25.4,36,0.08,29.7,-1,0.1,5,25.47,0.68,1
25.4,36,0.08,29.7,-1,0.1,5,25.47,0.68,1
25.4,36,0.08,29.7,-1,0.1,5,25.47,0.68,1
25.8,48,0.01,29.7,-1,0.2,6,25.68,0.62,1
25.8,48,0.01,29.7,-1,0.2,6,25.68,0.62,1
26.1,60,0.13,29.7,-1,0.3,7,26.54,0.62,1
23.5,48,0.5,29.7,-1,-1.5,50,21.04,0.62,1
23.5,48,0.5,29.7,-1,-1.3,39,21.55,0.68,1
25.4,47,0.25,29.7,-1,-0.3,7,24.31,0.62,1
25.4,47,0.25,29.7,-1,-0.3,7,24.31,0.62,1
25.4,47,0.25,29.7,-1,-0.3,7,24.38,0.63,1
25.4,47,0.25,29.7,-1,-0.3,7,24.31,0.62,1
25.4,47,0.25,29.7,-1,-0.3,7,24.31,0.62,1
26.1,60,0.13,29.7,-1,0.3,7,26.62,0.63,1
28,54,0.02,29.7,-1,1.2,34,29.44,0.63,1.2
29.7,58,0.34,29.7,-1,1.2,34,28.01,0.62,1
26,38,0.14,29.7,-1,0.2,6,26.2,0.72,1
26,38,0.14,29.7,-1,0.2,6,26.2,0.72,1
26,38,0.14,29.7,-1,0,5,25.57,0.62,1
26,38,0.14,29.7,-1,0.1,5,25.95,0.68,1
24.6,44,0.01,29.7,-1,-0.1,5,24.83,0.68,1
24.6,44,0.01,29.7,-1,-0.2,6,24.49,0.63,1
24.7,46,0,29.7,-1,-0.1,5,24.96,0.68,1
24.7,46,0,29.7,-1,-0.1,5,24.96,0.68,1
26.5,43,0.02,29.7,-1,0.4,8,26.25,0.68,1
26.5,43,0.02,29.7,-1,0.4,8,26.25,0.68,1
26.4,41,0.1,29.7,-1,0.2,6,26.02,0.68,1
26.4,41,0.1,29.7,-1,0.2,6,26.02,0.68,1
26.4,41,0.1,29.7,-1,0.1,5,25.7,0.63,1
26.6,41,0.02,29.7,-1,0.5,9,26.5,0.68,1
26.3,38,0.02,30.8,-1,0.5,9,26.57,0.67,1
26.3,38,0.02,30.8,-1,0.5,10,26.75,0.7,1
25.2,48,0.09,30.8,-1,0.1,5,25.62,0.67,1
25.2,48,0.09,30.8,-1,0.1,5,25.41,0.64,1
25.3,57,0.04,30.8,-1,0.2,6,25.76,0.67,1
25.3,57,0.04,30.8,-1,0.1,5,25.54,0.64,1
25.4,58,0.08,30.8,-1,0.2,6,25.69,0.64,1
25.4,58,0.08,30.8,-1,0.5,10,27.1,0.84,1
25.4,60,0.02,30.8,-1,0.2,6,25.67,0.64,1
29.5,72,0.44,30.8,-1,1.2,37,28.61,0.64,1
28,49,0.06,30.8,-1,1.1,29,28.52,0.7,1
28,49,0.06,30.8,-1,1,26,28.14,0.64,1
28.1,49,0.02,30.8,-1,1.2,36,29.33,0.84,1
26.1,52,0.02,30.8,-1,0.7,16,27.78,0.64,1.2
26.1,52,0.02,30.8,-1,0.5,10,26.82,0.7,1
26,51,0.12,30.8,-1,0.6,13,27.78,0.84,1
24.3,35.3,0.13,31.7,0,-0.7,16,23.22,0.54,1.1
23.8,35.8,0.32,32.8,0,-1.2,37,22.05,0.57,1
23.9,35.9,0.33,32.8,0,-0.8,20,22.69,0.57,1.1
23.8,39.4,0.19,31.7,0,-0.6,13,23.44,0.61,1.1
23.6,41.8,0.17,32.8,0,-0.6,13,23.4,0.61,1.1
24.3,42.6,0.28,31.7,0,-0.8,19,22.62,0.61,1.1
24.1,43.6,0.21,31.7,0,-0.8,17,22.92,0.61,1.1
23.9,43.2,0.19,31.7,0,-0.8,17,23.01,0.61,1.1
24,34.8,0.21,28.9,0,-0.8,20,22.72,0.54,1.1
24,35.3,0.11,29.4,0,-0.3,7,24.33,0.67,1.1
23.6,45.9,0.06,28.9,0,-0.7,16,23.11,0.57,1
26.3,34,0.04,28.9,0,-0.3,7,24.09,0.57,1
25.5,34.7,0.15,32.8,0,-0.3,7,24.6,0.57,1
24.7,39.4,0.11,32.8,0,-0.5,10,24.01,0.57,1
23.3,40.8,0.17,28.9,0,-1.3,43,21.72,0.54,1
23.4,39.1,0.11,28.9,0,0.3,7,26.31,0.54,1.7
22.9,48.9,0.26,28.9,0,-1.2,37,21.39,0.54,1.1
23.2,42.2,0.21,28.9,0,-1.5,51,21.22,0.54,1
24.4,37.4,0.14,28.9,0,-0.8,18,23.3,0.61,1
25.2,64,0.1,30.8,0,0.2,6,26.26,0.72,1
25.2,64,0.1,30.8,0,0.1,5,25.65,0.64,1
26.9,63,0.02,30.8,0,0.7,16,27.56,0.64,1
26.9,63,0.02,30.8,0,0.8,20,28.13,0.72,1
26.9,63,0.02,30.8,0,0.8,20,28.13,0.72,1
26.9,59,0.21,30.8,0,0.4,9,26.72,0.72,1
26.9,59,0.21,30.8,0,0.8,17,28.09,0.72,1.2
26.9,59,0.21,30.8,0,0.8,17,28.09,0.72,1.2
26.9,59,0.21,30.8,0,0.4,8,26.57,0.7,1
25.8,60,0.37,30.8,0,-0.5,11,23.13,0.72,1
25.8,60,0.37,30.8,0,-0.6,12,22.98,0.7,1
26.4,60,0.22,30.8,0,0.3,6,26.11,0.72,1
26.4,60,0.22,30.8,0,0.3,6,26.11,0.72,1
26.4,60,0.22,30.8,0,0.3,6,26.11,0.72,1
24.7,58,0.14,30.8,0,-0.1,5,25.58,0.72,1
24.7,58,0.14,30.8,0,-0.1,5,25.58,0.72,1
26.8,48,0.01,30.8,0,0.6,12,26.84,0.66,1
26.3,49,0.25,30.8,0,0.2,6,25.96,0.84,1
25.2,43,0.02,30.8,0,-0.1,5,24.99,0.64,1
25.2,43,0.02,30.8,0,0.1,5,25.52,0.72,1
30.2,60,0.51,30.8,0,1.5,50,28.87,0.72,1
30.2,60,0.51,30.8,0,1.5,49,28.72,0.7,1
26.3,51,0.11,30.8,0,0.2,6,26.06,0.62,1
26.3,51,0.11,30.8,0,0.3,7,26.47,0.68,1
26.3,51,0.11,30.8,0,0.2,6,26.06,0.62,1
26.2,56,0.6,30.8,0,-0.4,8,23.78,0.62,1
26.2,56,0.6,30.8,0,-0.2,6,24.23,0.68,1
26.2,56,0.6,30.8,0,-0.4,8,23.78,0.62,1
26.2,56,0.6,30.8,0,-0.4,8,23.78,0.62,1
26.2,56,0.6,30.8,0,-0.4,8,23.78,0.62,1
26.2,56,0.6,30.8,0,-0.4,8,23.78,0.62,1
28.2,48,0.16,30.8,0,1,26,28.75,0.84,1
26.7,47,0.25,30.8,0,0.4,9,26.5,0.7,1
26.7,47,0.25,30.8,0,0.3,7,26.11,0.64,1
26.7,47,0.25,30.8,0,0.3,7,26.11,0.64,1
26.7,47,0.25,30.8,0,0.4,8,26.24,0.66,1
27.1,52,0.16,30.8,0,0.5,10,27,0.62,1
26.8,53,0.03,30.8,0,0.6,12,26.92,0.62,1
26.8,53,0.03,30.8,0,0.7,15,27.32,0.68,1
27.1,55,0.11,30.8,0,0.8,18,28.07,0.73,1
25.8,66,0.16,30.8,0,0.2,6,26.24,0.62,1
25.7,47,0.08,30.8,0,0.2,6,25.68,0.64,1
25.7,47,0.08,30.8,0,0.2,6,25.68,0.64,1
29.2,59,1.08,30.8,0,0.9,22,26.54,0.7,1
26,54,0.12,30.8,0,0.4,9,27.1,0.75,1
24.9,51,0.01,30.8,0,0.1,5,25.72,0.75,1
24.9,51,0.01,30.8,0,0.1,5,25.72,0.75,1
25.1,50,0.22,30.8,0,0.1,5,25.95,0.75,1
25.1,50,0.22,30.8,0,0,5,25.62,0.7,1
25.1,50,0.22,30.8,0,-0.1,5,25.21,0.64,1
25.1,50,0.22,30.8,0,-0.1,5,25.21,0.64,1
25.7,50,0.01,30.8,0,0.2,6,25.69,0.64,1
25.7,50,0.02,30.8,0,0.4,9,26.57,0.7,1
25.7,50,0.02,30.8,0,0.3,7,26.16,0.64,1
27.4,43,0.03,30.8,0,0.6,13,26.91,0.66,1
27.4,43,0.03,30.8,0,0.6,13,26.91,0.66,1
27.2,43,0.02,30.8,0,0.7,14,27.06,0.64,1
25.3,50,0.04,30.4,0,0.1,5,25.39,0.66,1
25.3,50,0.04,30.4,0,0.2,6,26.01,0.75,1
25.3,50,0.04,30.4,0,0.2,5,25.67,0.7,1
25.3,50,0.04,30.4,0,0.2,6,26.01,0.75,1
28.6,42,0.05,30.4,0,1.2,36,28.86,0.72,1
28.3,44,0.04,30.4,0,1,27,28.27,0.72,1
28.3,44,0.04,30.4,0,1,27,28.27,0.72,1
27.1,42,0.08,30.4,0,0.6,12,26.93,0.72,1
27.1,42,0.08,30.4,0,0.6,12,26.93,0.72,1
27.1,42,0.08,30.4,0,0.6,12,26.93,0.72,1
20.8,59,0.05,30.4,0,-0.1,5,25.98,0.7,1
20.8,59,0.05,30.4,0,-0.3,6,25.45,0.62,1
27.2,69,0.03,30.4,0,1,28,29.07,0.75,1
27.2,69,0.03,30.4,0,1,28,29.07,0.75,1
31.4,68,0.15,30.4,0,2.2,85,33.31,0.64,1
31.8,67,0.13,30.4,0,2.3,88,33.73,0.64,1
25.8,45,0,30.4,0,0.1,5,25.42,0.72,1
26.2,41,0.15,30.4,0,-0.2,6,24.83,0.75,1
26.2,53,0.08,30.4,0,0.2,6,25.82,0.62,1
23.6,50,0.12,30.4,0,-0.3,7,24.86,0.7,1
23.6,50,0.12,30.4,0,-0.4,8,24.44,0.64,1
23.6,50,0.12,30.4,0,-0.3,7,24.86,0.7,1
28.3,49,0.11,30.4,0,0.9,21,28.01,0.64,1
26.9,47,0.22,30.4,0,0.5,10,26.65,0.68,1
24.9,47,0.1,30.4,0,0.4,9,26.92,0.75,1
24.9,47,0.1,30.4,0,0.3,7,26.6,0.7,1
23.2,69,1.08,30.4,0,-1.2,35,22.02,0.66,1
27,52,0.23,30.4,0,0.9,21,27.99,0.72,1
27,52,0.23,30.4,0,1,27,28.74,0.84,1
30.9,72,0.78,30.4,0,1.9,71,30.77,0.64,1.2
27.7,55,0.03,30.4,0,1.1,28,29.02,0.64,1.2
30.3,53,0.85,30.4,0,1.3,40,27.58,0.72,1
29.8,51,0.7,30.4,0,0.9,22,26.68,0.75,1.2
29.8,51,0.7,30.4,0,0.5,11,25.4,0.72,1
29.8,51,0.7,30.4,0,0.9,20,26.43,0.72,1.2
29.2,48,0.04,30.4,0,1.2,35,29.48,0.7,1.2
29.2,48,0.04,30.4,0,1,26,28.24,0.72,1
28.9,50,0.12,30.4,0,1.5,51,30.62,0.82,1
28.9,50,0.12,30.4,0,1.4,46,30.05,0.72,1
28.9,50,0.12,30.4,0,1.4,46,30.05,0.72,1
27.1,46,0.01,30.4,0,0.6,14,27.12,0.7,1
27.1,46,0.01,30.4,0,0.6,11,26.73,0.64,1
27.1,46,0.01,30.4,0,0.6,11,26.73,0.64,1
27.1,46,0.01,30.4,0,0.7,16,27.44,0.75,1
29.3,53,0.13,30.4,0,1.5,48,30.25,0.7,1
31,47,0.9,30.4,0,1.7,59,28.29,0.72,1
29.4,45,0.05,30.4,0,1.7,60,31.09,0.97,1
29.4,45,0.05,30.4,0,1.5,49,29.62,0.7,1
29.4,45,0.05,30.4,0,1.5,49,29.62,0.7,1
29.4,45,0.05,30.4,0,1.5,49,29.62,0.7,1
28.3,53,0.01,30.4,0,1.4,46,29.66,0.68,1
27,54,0.18,30.4,0,0.7,17,27.75,0.62,1
26.6,50,0.47,30.4,0,0,5,24.71,0.62,1
26.6,50,0.47,30.4,0,0.2,6,25.48,0.73,1
26.5,52,0.19,30.4,0,0.3,6,26.16,0.62,1
32.3,64,0.66,30.4,0,2.1,80,30.4,0.7,1
34,56,1.43,30.4,0,2.9,99,31.05,0.66,1
25.8,53,0.27,30.4,0,-0.2,6,24.57,0.62,1
24,57,0.25,30.4,0,-0.6,11,23.9,0.62,1
25.8,56,0.29,30.4,0,-0.1,5,24.8,0.62,1
27,54,0.03,30.4,0,0.7,16,27.47,0.7,1
27,54,0.03,30.4,0,0.8,18,27.8,0.75,1
27,54,0.03,30.4,0,0.7,16,27.47,0.7,1
25,45,0.02,30.4,0,0.2,6,26.03,0.68,1
28.1,46,0.03,30.4,0,1.7,61,32.96,0.58,2
24.6,46,0.41,30.4,0,-0.5,11,23.9,0.62,1
24.6,46,0.41,30.4,0,-0.5,11,23.9,0.62,1
24.6,46,0.41,30.4,0,-0.5,11,23.9,0.62,1
26.7,44,0.05,30.4,0,0.4,8,26.26,0.63,1
26.7,44,0.05,30.4,0,0.4,8,26.19,0.62,1
26.7,44,0.05,30.4,0,0.7,16,27.44,0.62,1.2
25.6,46,0.14,30.4,0,0.5,9,27.22,0.68,1.2
25.4,46,0.05,30.4,0,0.1,5,25.52,0.68,1
25.5,46,0.01,30.4,0,0.3,6,26.05,0.73,1
26.8,59,0.08,30.4,0,0.8,19,28.05,0.73,1
27.3,46,0.14,30.4,0,0.9,22,28.49,0.73,1
27.3,46,0.14,30.4,0,0.8,20,28.31,0.7,1
26.5,48,0.02,30.4,0,0.5,11,26.79,0.62,1
26.8,46,0.05,30.4,0,0.7,15,27.38,0.72,1
26.8,46,0.05,30.4,0,0.6,13,27.12,0.68,1
26.5,48,0.37,30.4,0,0.2,6,25.73,0.72,1
26.5,48,0.37,30.4,0,0.7,14,27.36,0.97,1
26.5,48,0.37,30.4,0,0.2,6,25.6,0.7,1
27.2,48,0.01,30.4,0,0.7,15,27.26,0.64,1
27.2,48,0.01,30.4,0,0.7,15,27.13,0.62,1
27.2,48,0.01,30.4,0,0.7,16,27.39,0.66,1
27.2,48,0.01,30.4,0,0.8,19,27.78,0.72,1
27.3,47,0.28,30.4,0,0.3,7,25.73,0.66,1
27.4,46,0.18,30.4,0,0.8,20,28.12,0.66,1.2
27,45,0.16,30.4,0,0.5,10,26.9,0.7,1
27.6,54,0.55,30.4,0,0.4,9,25.88,0.72,1
29.9,61,0.13,30.4,0,1.5,53,30.76,0.66,1
29.5,56,0.01,30.4,0,2,75,34.32,0.49,2
29.9,58,0.26,30.4,0,1.5,52,29.72,0.72,1
28.8,55,0.06,30.4,0,1.3,39,29.2,0.66,1
28.8,55,0.06,30.4,0,1.3,39,29.2,0.66,1
23.7,57,0.03,30.4,0,-0.3,6,24.43,0.68,1
25.5,49,0.02,30.4,0,0.3,7,26.27,0.75,1
25.5,49,0.02,30.4,0,0.3,6,26.07,0.72,1
26.1,48,0.11,30.4,0,0.4,8,26.66,0.72,1
26.1,48,0.11,30.4,0,0.3,7,26.52,0.7,1
23.4,48,0.04,30.4,0,0.5,9,27.25,0.7,1
23.4,48,0.04,30.4,0,0.5,9,27.25,0.7,1
27.1,54,0.01,30.4,0,1.1,30,29.39,0.97,1
27.1,54,0.01,30.4,0,1.1,30,29.39,0.97,1
25.7,54,0.35,30.4,0,-0.3,6,24.21,0.7,1
25.7,54,0.35,30.4,0,-0.2,6,24.35,0.72,1
25.7,54,0.35,30.4,0,1.2,35,30.21,0.75,2
26.7,54,0.01,30.4,0,0.7,14,27.32,0.72,1
26.7,54,0.01,30.4,0,0.7,14,27.32,0.72,1
26.7,54,0.01,30.4,0,0.7,14,27.32,0.72,1
26.7,54,0.01,30.4,0,0.7,14,27.32,0.72,1
26.9,54,0.11,30.4,0,0.6,13,27.51,0.72,1
26.9,54,0.11,30.4,0,0.6,13,27.51,0.72,1
27.5,63,0.01,30.4,0,0.9,23,28.41,0.72,1
27.5,63,0.01,30.4,0,0.9,23,28.41,0.72,1
26.8,55,0.05,30.4,0,0.6,14,27.31,0.72,1
26.8,55,0.05,30.4,0,0.6,14,27.31,0.72,1
26.8,55,0.05,30.4,0,0.6,14,27.31,0.72,1
26.8,55,0.05,30.4,0,0.6,14,27.31,0.72,1
26.8,55,0.05,30.4,0,0.6,14,27.31,0.72,1
26.1,46,0.04,30.4,0,0.4,9,26.5,0.72,1
25.6,64,0.08,30.4,0,0.7,15,28.01,0.9,1
26.8,58,0.06,30.4,0,0.7,15,27.49,0.7,1
26.5,59,0.01,30.4,0,0.6,14,27.4,0.72,1
26.5,59,0.01,30.4,0,0.6,14,27.4,0.72,1
29.8,39,0.15,30.4,0,1.6,55,30.05,0.72,1
28.1,49,0.01,30.4,0,1.6,56,32.23,0.6,1.7
28.5,49,0.01,30.4,0,1.4,47,30.05,0.84,1
30.2,54,0.01,30.4,0,1.8,67,31.11,0.72,1
28.2,40,0.02,30.4,0,0.8,20,27.61,0.72,1
28.9,60,0.32,30.4,0,1.4,44,29.12,0.7,1
28.9,55,0.17,30.4,0,1.6,57,31.31,0.97,1
28.9,55,0.17,30.4,0,1.5,51,30.57,0.84,1
28.2,51,0.2,30.4,0,1.1,32,29.07,0.84,1
27.5,48,0.14,30.4,0,1.1,30,29.63,0.97,1
26.8,47,0.13,30.4,0,0.6,13,27.74,0.84,1
26.4,48,0.17,30.4,0,0.1,5,25.62,0.62,1
26.4,48,0.17,30.4,0,0.6,13,27.59,0.72,1.2
26.3,45,0.19,30.4,0,0.5,10,27.15,0.84,1
25.2,45,0.02,30.4,0,0.2,5,25.73,0.72,1
25.1,50,0.1,30.4,0,0.1,5,25.55,0.7,1
26.9,46,0,30.4,0,0.8,17,27.63,0.75,1
26.9,46,0,30.4,0,0.9,21,28.18,0.84,1
27.3,52,0.01,30.4,0,0.7,16,27.41,0.64,1
27.3,52,0.01,30.4,0,0.7,16,27.41,0.64,1
27.3,53,0.03,30.4,0,0.8,18,27.66,0.7,1
27.3,53,0.03,30.4,0,0.7,15,27.26,0.64,1
29.3,40,0.22,38.1,0,1.3,38,28.5,0.64,1
25.8,41,0.19,38.1,0,0.1,5,25.77,0.64,1
30.1,40,0.15,38.1,0,1.5,49,30,0.84,1
22.5,44,0.17,38.1,0,-0.2,6,25.48,0.7,1
22.5,44,0.17,38.1,0,-0.2,6,25.61,0.72,1
27.9,36,0.28,38.1,0,0.9,24,28.14,0.97,1
27.9,36,0.28,38.1,0,0.5,10,26.2,0.64,1
28.2,33,1.15,38.1,0,0.1,5,24.54,0.64,1
29,49,0.16,38.1,0,1.6,56,30.2,0.64,1
29,49,0.16,38.1,0,1.6,59,30.54,0.7,1
29,49,0.16,38.1,0,1.6,56,30.2,0.64,1
29,49,0.16,38.1,0,1.6,56,30.2,0.64,1
27.6,48,0.11,38.1,0,1,28,28.66,0.64,1
27.6,48,0.11,38.1,0,1,28,28.66,0.64,1
26.8,47,0.03,38.1,0,0.8,17,27.6,0.7,1
27.5,55,0.07,38.1,0,0.9,23,28.24,0.72,1
27.2,50,0.07,38.1,0,0.8,19,27.65,0.64,1
27.2,50,0.07,38.1,0,0.8,19,27.65,0.64,1
27.4,55,0.06,38.1,0,1,25,28.43,0.72,1
