Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,Radiant temperature (¡C),Age,Sex,Clo,Met
24.56,55.63,0.03,30,1,24.56,29,1,0.36,1.267
23.9,55.63,0.03,32,-1,23.9,29,1,0.43,1.05
23.6,55.63,0.03,26,0,23.6,29,1,0.43,4
23.68,55.63,0.03,28,0,23.68,29,1,0.43,1.05
23.97,55.63,0.03,28,0,23.97,29,1,0.43,4
25,55.63,0.03,31,0,25,29,1,0.43,1
24.26,55.63,0.03,32,0,24.26,29,1,0.43,1.15
23.38,55.63,0.03,26,0,23.38,29,1,0.43,4
23.31,55.63,0.03,26,0,23.31,29,1,0.43,1.05
25.15,55.63,0.03,24,0,25.15,29,1,0.36,1.05
23.31,55.63,0.03,26,-1,23.31,29,1,0.36,1.05
24.41,55.63,0.03,25,0,24.41,29,1,0.36,1.05
25.44,55.63,0.03,19,0,25.44,29,1,0.56,1.05
24.85,55.63,0.03,21,0,24.85,29,1,0.56,1.05
23.38,55.63,0.03,21,0,23.38,29,1,0.56,1.5
21.61,30.45,0.03,6,-1,21.61,29,1,0.59,1.1
20.43,30.45,0.03,3,0,20.43,29,1,0.5,1.1
21.61,30.45,0.03,7,0,21.61,29,1,0.5,1.1
22.06,30.45,0.03,7,-1,22.06,29,1,0.5,1.1
21.69,30.45,0.03,3,0,21.69,29,1,0.8,1.1
22.2,30.45,0.03,3,0,22.2,29,1,0.8,1.1
22.5,30.45,0.03,9,0,22.5,29,1,0.9,1.1
22.79,30.45,0.03,8,0,22.79,29,1,0.91,1.1
23.6,30.45,0.03,11,0,23.6,29,1,0.91,1.1
23.6,30.45,0.03,13,0,23.6,29,1,0.91,1.1
23.97,30.45,0.03,18,0,23.97,29,1,0.42,1.1
24.41,30.45,0.03,21,0,24.41,29,1,0.42,1.1
23.38,30.45,0.03,20,-1,23.38,29,1,0.42,1.1
20.73,30.45,0.03,5,1,20.73,29,1,0.76,1.1
23.09,30.45,0.03,9,0,23.09,29,1,0.76,1.1
23.24,30.45,0.03,8,0,23.24,29,1,0.76,1.1
21.47,30.45,0.03,5,0,21.47,29,1,0.51,1.1
22.79,30.45,0.03,8,-1,22.79,29,1,0.51,1.1
23.31,30.45,0.03,8,0,23.31,29,1,0.51,1.1
21.61,22.36,0.03,4,0,21.61,29,1,0.49,1.1
23.09,22.36,0.03,9,0,23.09,29,1,0.47,1.1
23.68,22.36,0.03,10,0,23.68,29,1,0.47,1.1
22.2,22.36,0.03,6,0,22.2,29,1,0.76,1.1
23.68,22.36,0.03,8,0,23.68,29,1,0.72,1.1
23.38,22.36,0.03,9,0,23.38,29,1,0.74,1.1
20.73,22.36,0.03,-1,0,20.73,29,1,0.74,1.1
22.79,22.36,0.03,1,0,22.79,29,1,0.49,1.1
22.65,22.36,0.03,2,-1,22.65,29,1,0.78,1.1
23.09,22.36,0.03,4,0,23.09,29,1,0.74,3.95
23.68,22.36,0.03,8,0,23.68,29,1,0.55,1.1
23.68,22.36,0.03,12,0,23.68,29,1,0.51,1.1
23.09,22.36,0.03,7,0,23.09,29,1,0.49,1.1
23.68,22.36,0.03,7,0,23.68,29,1,0.51,1.1
23.6,22.36,0.03,6,0,23.6,29,1,0.53,1.1
21.17,22.36,0.03,1,0,21.17,29,1,0.91,1.1
22.42,22.36,0.03,4,0,22.42,29,1,0.74,1.1
22.87,22.36,0.03,3.388889,0,22.87,29,1,0.74,1.1
21.02,22.36,0.03,-1,0,21.02,29,1,0.74,1.1
22.2,22.36,0.03,2,0,22.2,29,1,0.74,1.1
21.61,22.36,0.03,3,0,21.61,29,1,0.49,1.1
22.79,22.36,0.03,3,0,22.79,29,1,0.49,1.1
24.44,29.92,0.03,14,0,24.44,29,1,0.51,1.1
24.51,25.23,0.03,12,0,24.51,29,1,0.51,1.1
23.48,19.8,0.03,6,0,23.48,29,1,0.84,1.1
24.92,18,0.03,7,0,24.92,29,1,0.84,1.1
24.37,16.85,0.03,6,0,24.37,29,1,0.68,1.1
25.56,15.72,0.03,8,0,25.56,29,1,0.68,1.1
23.26,15.75,0.03,4,0,23.26,29,1,0.49,1.1
24.49,16.19,0.03,8,0,24.49,29,1,0.49,1.55
25.34,16.76,0.03,10,0,25.34,29,1,0.49,1.1
23.72,21.02,0.03,8,0,23.72,29,1,0.49,1.1
24.08,25.47,0.03,11,0,24.08,29,1,0.46,1.1
24.13,28.13,0.03,9,0,24.13,29,1,0.51,1.1
24.44,28.77,0.03,9,0,24.44,29,1,0.51,1.1
24.76,22.74,0.03,14,0,24.76,29,1,0.49,1.1
24.44,22.34,0.03,14,0,24.44,29,1,0.57,3
23.71,54.3,0.04,27,1,23.81,57,2,0.34,1.548
24.07,51.99,0.04,30,0,24.62,57,2,0.34,1.267
23.23,52.03,0.05,28,-1,24.28,57,2,0.29,1.25
22.61,53.67,0.04,29,-2,24.23,57,2,0.29,1.05
22.78,52.69,0.05,29,-2,24.68,57,2,0.59,1.05
23.02,54.57,0.03,24,2,23.04,57,2,0.29,1.548
23.47,52.03,0.02,26,0,24.36,57,2,0.29,1.1
23.3,51.76,0.05,27,-2,24.4,57,2,0.59,1.05
22.97,57.27,0.06,27,2,23.8,57,2,0.29,1.548
23.35,54.24,0.03,31,0,24.79,57,2,0.29,1.05
23.09,55.83,0.07,32,1,25.36,57,2,0.29,1.267
23.26,46.89,0.02,26,2,23.13,57,2,0.29,1.548
23.4,47.64,0.04,28,1,24.15,57,2,0.29,1.267
23.4,48.86,0.04,29,-2,24.4,57,2,0.29,1.05
23.33,57.66,0.03,27,2,23.33,57,2,0.29,1.477
23.18,57.14,0.02,31,0,24.74,57,2,0.29,1.267
23.74,53.89,0.04,30,0,24.56,57,2,0.29,1.267
23.47,57.56,0.04,28,1,23.42,57,2,0.29,1.383
24.41,55.86,0.03,32,0,25.96,57,2,0.29,1.05
24.15,55.42,0.05,26,0,24.95,57,2,0.29,1.05
23.66,54.51,0.03,28,0,24.78,57,2,0.29,1.05
23.54,55.96,0.03,26,1,23.67,57,2,0.35,1.1
24.65,42.02,0.04,21,0,25.76,57,2,0.29,1.25
23.76,39.27,0.03,21,-1,25.36,57,2,0.29,1.425
21.32,44.19,0.03,8,0,22.58,57,2,0.54,1
22.11,39.88,0.02,9,0,23.58,57,2,0.54,1.375
22.63,34.97,0.03,10,-1,23.97,57,2,0.54,1.14
21.32,37.48,0.05,9,1,22.24,57,2,0.29,1.5
22.9,35.33,0.02,11,-1,24.57,57,2,0.29,1.025
23.3,32.04,0.03,10,-1,24.29,57,2,0.29,1.05
21.58,35.33,0.03,8,1,22.07,57,2,0.29,1
22.82,33.73,0.03,10,-1,24.61,57,2,0.54,1.4
22.34,35.08,0.02,10,0,24.05,57,2,0.54,1.171
20.7,29.81,0.03,4,0,21.68,57,2,0.54,1
23.21,27.99,0.06,6,0,24.06,57,2,0.54,1.55
23.28,26.1,0.02,7,1,24.37,57,2,0.54,1.05
21.34,25.31,0.02,3,0,22.42,57,2,0.54,1.8
21.72,25.85,0.03,6.277778,-1,24.09,57,2,0.54,1.3
22.82,24.87,0.03,7,1,24.56,57,2,0.54,1.225
20.67,25.57,0.03,4,1,22.39,57,2,0.54,1.4
22.63,25,0.04,3,-1,24.1,57,2,0.21,1.78
23.3,27.12,0.02,3,-1,24.66,57,2,0.54,1.4
21.39,26.63,0.03,6,0,22.52,57,2,0.54,1.1
23.21,25.14,0.06,9,0,24.54,57,2,0.54,1.367
23.71,24.08,0.08,10,0,25.12,57,2,0.54,1.1
22.11,24.41,0.03,8,1,22.72,57,2,0.29,1.35
23.09,25.57,0.02,11,2,24.79,57,2,0.29,1.808
23.64,42.62,0.03,21,1,25.46,57,2,0.29,1.05
22.51,41.97,0.03,21,0,23.25,57,2,0.29,1.25
22.54,42.36,0.03,20,-1,23.43,57,2,0.29,1.033
22.08,43.6,0.04,7,0,22.4,57,2,0.54,1
23.16,38.98,0.04,7,0,24.18,57,2,0.54,1
23.83,34.39,0.02,9,0,24.9,57,2,0.54,1.05
22.34,29.1,0.02,9,0,25.28,57,2,0.601,1.286
23.95,28.59,0.02,10,0,25.77,57,2,0.601,1.25
22.78,26.81,0.03,6,0,23.52,57,2,0.601,1
23.83,23.81,0.04,8,0,24.83,57,2,0.601,1.4
23.62,24.79,0.03,10,1,25.56,57,2,0.351,1.7
22.61,18.91,0.05,-1,1,24.26,57,2,0.291,1.4
23.57,19.94,0.03,1,0,26.49,57,2,0.291,1.05
24.1,22.04,0.02,2,0,25.34,57,2,0.291,1.2
23.71,23.74,0.02,4,1,24.18,57,2,0.351,1
23.95,26.42,0.02,9,0,26.04,57,2,0.351,1.05
25.06,27.12,0.02,12,0,26.46,57,2,0.351,1.05
24.2,30.87,0.03,12,0,24.59,57,2,0.601,1
22.82,26.06,0.03,7,0,22.55,57,2,0.351,1.05
24.12,25.68,0.04,8,1,24.9,57,2,0.351,1.45
24.99,23.45,0.02,6,0,25.89,57,2,0.351,1.2
22.44,21.53,0.06,-1,0,22.82,57,2,0.351,1.05
24.1,20.04,0.02,-1,0,24.74,57,2,0.351,1.2
23.74,19.78,0.02,-1,0,24.98,57,2,0.351,1.05
22.66,20.3,0.02,0,0,24.36,57,2,0.601,1.05
21.8,21,0.04,0,0,22.44,57,2,0.351,1.1
21.96,22.11,0.05,1,0,24.27,57,2,0.68,1.1
23.38,22.41,0.03,1,0,24.62,57,2,0.68,1.1
22.01,23.01,0.03,1,0,22.45,57,2,0.601,1.05
23.18,25.54,0.02,4,0,24.57,57,2,0.601,1.05
23.16,22.67,0.02,3.388889,0,25.26,57,2,0.601,1.05
22.37,19.39,0.03,-1,0,23.11,57,2,0.351,1
22.44,21.11,0.06,3,0,24.75,57,2,0.351,1.075
22.51,22.83,0.06,3,0,23.62,57,2,0.601,1.3
23.23,25.48,0.02,3,1,24.37,57,2,0.351,1.32
24.48,46.59,0.03,19,1,23.94,57,2,0.321,1.625
23.74,44.64,0.03,16,-1,23.71,57,2,0.321,1.15
22.32,38.95,0.05,8,-1,22.35,57,2,0.321,1
22.87,38.29,0.05,8,-1,23.7,57,2,0.321,1.643
23.81,37.27,0.02,9,1,24.65,57,2,0.321,1.7
23.5,27.2,0.05,9.444444,0,23.9,57,2,0.291,1
24.44,27.82,0.04,13,1,25.74,57,2,0.291,1.05
24.8,32.17,0.02,14,0,25.79,57,2,0.291,1
24.63,36.02,0.06,21,1,26.15,57,2,0.291,1.2
25.91,40.58,0.06,22,1,27.37,57,2,0.291,1.05
23.62,41.05,0.08,18,0,23.77,57,2,0.541,1
24.56,39.45,0.04,21,0,25.96,57,2,0.291,1.125
23.4,42.78,0.02,16,1,24.88,57,2,0.291,1.4
24.68,43.38,0.04,18,0,25.93,57,2,0.291,1.05
23.4,47.93,0.03,19,2,24.76,57,2,0.291,1.7
24.34,54.23,0.03,26,1,25.09,57,2,0.291,1.75
24.7,54.12,0.02,25,1,25.25,57,2,0.291,1.3
22.18,28.45,0.03,10,0,23.19,57,2,0.291,1
23.33,27.42,0.03,11,0,24.59,57,2,0.291,1
24.2,27.12,0.05,11,1,25.48,57,2,0.291,1.05
22.85,33.1,0.05,13,0,23.72,57,2,0.291,1
25.55,38.53,0.07,22,1,26.01,57,2,0.291,1
23.71,55.61,0.03,24,-1,23.27,23,2,0.59,1.6
23.78,52.99,0.03,29,0,23.51,23,2,0.59,1.44
24.07,53.88,0.03,28,0,23.93,23,2,0.59,1.3
23.09,54.8,0.03,24,0,22.77,23,2,0.51,4
24.03,52.77,0.03,28,-1,23.8,23,2,0.59,1.267
24.07,52.15,0.03,29,0,23.88,23,2,0.59,1.05
22.99,55.66,0.03,24,0,22.6,23,2,0.59,1.6
23.52,52.7,0.03,27,0,23.32,23,2,0.59,1.1
22.68,55.98,0.03,26,0,22.41,23,2,0.62,1.6
23.78,58.04,0.03,28,0,23.59,23,2,0.59,1.6
24.03,58.35,0.03,32,0,23.93,23,2,0.59,1.05
24.03,58.57,0.03,28,0,23.8,23,2,0.47,1.6
23.57,57.14,0.03,30,0,23.44,23,2,0.47,1
23.76,54.62,0.03,32,0,23.54,23,2,0.39,1.05
23.4,49.52,0.03,29,0,23.2,23,2,0.56,1.1
23.28,50.14,0.03,29,-1,23.06,23,2,0.56,1.1
23.76,56.2,0.03,27,-2,23.46,23,2,0.49,1.277
23.52,56.23,0.03,31,-1,23.25,23,2,0.49,1.05
23.57,53.55,0.03,30,0,23.35,23,2,0.47,1.05
23.35,58.87,0.03,26,0,23.13,23,2,0.63,1.6
24.36,55.51,0.03,32,-1,24.17,23,2,0.63,1.167
24.44,55.21,0.03,27,0,24.09,23,2,0.48,1.583
22.49,35.92,0.03,10,0,22.29,23,2,0.87,1.1
22.49,36.34,0.03,11,0,22.32,23,2,0.91,1.163
22.97,34.27,0.03,10,2,22.67,23,2,0.91,1.1
23.23,34.36,0.03,10,2,22.94,23,2,0.94,1.125
22.3,28.32,0.03,6,0,22.15,23,2,1.13,1.033
22.73,26.8,0.03,6,0,22.56,23,2,1.13,1.033
21.53,23.66,0.03,3,1,21.16,23,2,1.12,1.45
21.99,25.05,0.03,6.277778,1,21.74,23,2,1.12,1.1
23.04,22.04,0.03,5,-1,22.87,23,2,1.18,1.6
22.78,36.83,0.03,9,-1,22.6,23,2,0.68,1.833
23.23,38.36,0.03,7,0,22.91,23,2,0.94,1.2
23.71,35.74,0.03,9,0,23.54,23,2,0.94,1.14
23.21,24.86,0.03,6,-2,23.01,23,2,0.83,1.575
23.93,23.58,0.03,10,1,23.66,23,2,0.83,1.05
24.07,23.8,0.03,10,0,23.78,23,2,0.83,1.2
22.54,18.36,0.03,-1,0,22.31,23,2,1,1.808
25.02,19.82,0.03,2,0,24.69,23,2,1,1.05
24.46,20.93,0.03,2,0,24.06,23,2,1,1.18
23.95,22.52,0.03,4,0,23.68,23,2,0.98,1.825
24.7,25.18,0.03,8,0,24.48,23,2,0.98,1.15
24.51,27.21,0.03,8,0,24.11,23,2,0.89,1.625
24.73,24.15,0.03,6,0,24.53,23,2,0.89,1.06
23.74,20.43,0.03,-1,0,23.51,23,2,0.86,1.715
24.29,18.04,0.03,-1,0,24.02,23,2,0.86,1.025
22.94,17.27,0.03,-2,0,22.67,23,2,0.68,1.025
23.64,17.23,0.03,0,1,23.32,23,2,0.68,1.05
22.34,19.73,0.03,-1,-1,22,23,2,1.06,1.65
23.3,22.54,0.03,1,0,23.18,23,2,1.06,1.16
22.94,23.96,0.03,3,0,22.57,23,2,0.89,1.5
23.88,23.2,0.03,3,-1,23.49,23,2,0.89,1
22.82,28.2,0.03,8,0,22.6,23,2,0.79,1.625
23.88,55.35,0.03,26,0,23.49,23,2,0.45,1.025
23.9,56.82,0.03,25,0,23.46,23,2,0.45,1.3
23.17,55.63,0.03,27,0,23.17,51,2,0.36,1.6
23.42,55.63,0.03,30,-2,23.42,51,2,0.66,1.05
23.12,55.63,0.03,27,-2,23.12,51,2,0.46,1.6
23.17,55.63,0.03,28,-2,23.17,51,2,0.76,1.267
23.07,55.63,0.03,29,-2,23.07,51,2,0.66,1.25
22.98,55.63,0.03,24,0,22.98,51,2,0.46,1.6
22.93,55.63,0.03,26,-1,22.93,51,2,0.74,1.25
22.93,55.63,0.03,27,-1,22.93,51,2,0.74,1.4
23.37,55.63,0.03,28,-2,23.37,51,2,0.35,1.548
23.37,55.63,0.03,31,-1,23.37,51,2,0.65,1.25
23.37,55.63,0.03,32,0,23.37,51,2,0.65,1.24
23.47,55.63,0.03,28,0,23.47,51,2,0.29,1.6
23.97,55.63,0.03,32,-1,23.97,51,2,0.59,1.25
24.17,55.63,0.03,28,0,24.17,51,2,0.34,1.6
24.36,55.63,0.03,30,-2,24.36,51,2,0.64,1.05
23.77,55.63,0.03,32,0,23.77,51,2,0.34,1.367
23.17,55.63,0.03,26,0,23.17,51,2,0.34,1.6
23.57,55.63,0.03,28,-2,23.57,51,2,0.69,1.1
23.17,55.63,0.03,29,-2,23.17,51,2,0.69,1.15
23.57,55.63,0.03,27,0,23.57,51,2,0.47,1.6
23.97,55.63,0.03,30,-2,23.97,51,2,0.47,1.367
23.97,55.63,0.03,31,-2,23.97,51,2,0.47,1.05
23.42,55.63,0.03,30,0,23.42,51,2,0.47,1.05
23.92,55.63,0.03,28,0,23.92,51,2,0.38,1.475
24.36,55.63,0.03,31,-2,24.36,51,2,0.38,1.1
23.97,55.63,0.03,32,0,23.97,51,2,0.38,1.367
23.47,55.63,0.03,26,0,23.47,51,2,0.29,1.6
23.12,55.63,0.03,26,-2,23.12,51,2,0.64,1.05
23.07,55.63,0.03,28,0,23.07,51,2,0.29,1.367
24.27,55.63,0.03,24,1,24.27,51,2,0.28,1.73
23.02,55.63,0.03,26,-1,23.02,51,2,0.28,1.35
23.87,55.63,0.03,25,1,23.87,51,2,0.28,1.3
24.12,55.63,0.03,21,-1,24.12,51,2,0.49,1.05
22.58,55.63,0.03,21,-2,22.58,51,2,0.49,1.275
21.18,30.45,0.03,8,-1,21.18,51,2,0.69,1.615
21.88,30.45,0.03,9,-2,21.88,51,2,0.63,1.225
21.98,30.45,0.03,10,0,21.98,51,2,0.69,1
21.23,30.45,0.03,9,1,21.23,51,2,0.81,1.825
22.13,30.45,0.03,11,0,22.13,51,2,0.81,1.175
22.33,30.45,0.03,10,1,22.33,51,2,0.81,1.625
21.48,30.45,0.03,8,0,21.48,51,2,0.79,1.867
22.18,30.45,0.03,10,-2,22.18,51,2,0.79,1.05
22.38,30.45,0.03,9,1,22.38,51,2,0.79,1.375
21.88,30.45,0.03,12,0,21.88,51,2,0.48,1.9
21.98,30.45,0.03,8,1,21.98,51,2,0.98,1.66
22.28,30.45,0.03,7,-2,22.28,51,2,0.98,1.025
22.58,30.45,0.03,9,2,22.58,51,2,0.44,1.2
20.78,30.45,0.03,5,2,20.78,51,2,0.94,1.9
21.98,30.45,0.03,7.944444,0,21.98,51,2,0.94,1.2
22.73,30.45,0.03,8,1,22.73,51,2,0.94,1.175
20.68,30.45,0.03,5,1,20.68,51,2,1.48,1.65
22.03,30.45,0.03,8,0,22.03,51,2,1.48,1.275
22.58,30.45,0.03,8,0,22.58,51,2,1.48,1.625
20.78,30.45,0.03,4.944444,0,20.78,51,2,0.95,1.54
21.73,30.45,0.03,8,-1,21.73,51,2,0.95,1.4
22.23,30.45,0.03,9,0,22.23,51,2,0.92,1.175
20.68,30.45,0.03,6,-1,20.68,51,2,0.74,1.583
21.78,30.45,0.03,9,-2,21.78,51,2,0.74,1.175
22.33,30.45,0.03,11,1,22.33,51,2,0.66,1.25
21.38,30.45,0.03,6,1,21.38,51,2,0.93,1.65
22.68,30.45,0.03,10,-1,22.68,51,2,0.93,1.275
23.07,30.45,0.03,11,1,23.07,51,2,0.93,1.6
21.33,22.36,0.03,4,0,21.33,51,2,0.93,1.767
22.18,22.36,0.03,9,0,22.18,51,2,0.93,1.175
22.78,22.36,0.03,10,0,22.78,51,2,0.93,1.275
21.58,22.36,0.03,6,0,21.58,51,2,0.61,1.867
22.73,22.36,0.03,8,-2,22.73,51,2,1.05,1
22.98,22.36,0.03,10,0,22.98,51,2,1.05,1.75
21.38,22.36,0.03,1,1,21.38,51,2,0.93,1.85
22.18,22.36,0.03,1,-1,22.18,51,2,0.93,1.15
21.73,22.36,0.03,2,1,21.73,51,2,0.79,1.075
21.93,22.36,0.03,4,1,21.93,51,2,0.94,1.9
22.78,22.36,0.03,8,1,22.78,51,2,0.94,1.05
23.12,22.36,0.03,12,1,23.12,51,2,1.08,1.3
22.58,22.36,0.03,12,0,22.58,51,2,0.66,1.9
21.98,22.36,0.03,7,0,21.98,51,2,0.79,1.833
22.78,22.36,0.03,7,1,22.78,51,2,0.79,1.05
23.07,22.36,0.03,6,0,23.07,51,2,0.84,1.2
21.18,22.36,0.03,-2,1,21.18,51,2,0.99,1.833
21.58,22.36,0.03,-1,1,21.58,51,2,0.99,1.2
21.63,22.36,0.03,-1,0,21.63,51,2,0.99,1.5
20.28,22.36,0.03,-3,1,20.28,51,2,0.99,1.65
21.08,22.36,0.03,-2,2,21.08,51,2,0.99,1.275
21.48,22.36,0.03,0,0,21.48,51,2,0.99,1
20.78,22.36,0.03,0,1,20.78,51,2,0.98,1.772
21.38,22.36,0.03,2,1,21.38,51,2,0.98,1.15
21.53,22.36,0.03,3,0,21.53,51,2,0.98,1.2
21.08,22.36,0.03,3,0,21.08,51,2,0.89,1.65
21.48,22.36,0.03,3,0,21.48,51,2,0.89,1.175
21.78,22.36,0.03,3,0,21.78,51,2,0.89,1.05
25.06,38.18,0.03,22,1,25.06,51,2,0.51,1.867
25.36,36.49,0.03,27.166667,1,25.36,51,2,0.59,1.067
25.16,34.32,0.03,29,1,25.16,51,2,0.59,1.233
24.91,38.24,0.03,24,0,24.91,51,2,0.52,1.933
25.46,40.08,0.03,30,0,25.46,51,2,0.52,1.167
25.31,41.62,0.03,31,0,25.31,51,2,0.52,1.475
24.96,48.64,0.03,21,1,24.96,51,2,0.46,1.9
23.97,50.84,0.03,21,-1,23.97,51,2,0.94,1.05
23.17,47.49,0.03,16,0,23.17,51,2,0.94,1.2
21.98,39.42,0.03,8,1,21.98,51,2,0.88,1.867
21.98,38.74,0.03,8,1,21.98,51,2,0.88,1.375
22.28,38.66,0.03,9,1,22.28,51,2,0.88,1.175
22.38,27.64,0.03,9.444444,0,22.38,51,2,0.63,1.65
22.78,27.58,0.03,12,0,22.78,51,2,0.63,1.05
23.37,29.36,0.03,13.611111,1,23.37,51,2,0.64,1.05
23.97,36.64,0.03,21,1,23.97,51,2,0.58,1.1
24.46,40.58,0.03,23,1,24.46,51,2,0.58,1.05
23.07,47.13,0.03,16,0,23.07,51,2,0.57,1.833
23.32,42.05,0.03,17,0,23.32,51,2,0.57,1.067
23.77,39.82,0.03,21,0,23.77,51,2,0.65,1.367
23.12,43.06,0.03,16,1,23.12,51,2,0.84,1.1
23.57,44.83,0.03,18,1,23.57,51,2,0.84,1.175
23.07,45.89,0.03,19,2,23.07,51,2,0.65,1.9
23.77,54.19,0.03,26,1,23.77,51,2,0.65,1.5
23.77,55.9,0.03,25,0,23.77,51,2,0.65,1.033
22.73,27.84,0.03,10,0,22.73,51,2,0.96,1.777
23.17,27.36,0.03,11,1,23.17,51,2,0.96,1.5
23.37,27.63,0.03,11,0,23.37,51,2,0.96,1.075
24.54,55.63,0.03,27,-1,24.54,30,2,0.64,1.983
24.92,55.63,0.03,30,-2,24.92,30,2,0.76,1.267
24.21,55.63,0.03,24,0,24.21,30,2,0.81,1.983
24.54,55.63,0.03,28,-2,24.54,30,2,0.81,1.267
24.41,55.63,0.03,29,-2,24.41,30,2,0.81,1.267
24.28,55.63,0.03,24,0,24.28,30,2,0.71,1.983
24.21,55.63,0.03,26,-2,24.21,30,2,0.81,1.35
24.28,55.63,0.03,27,-2,24.28,30,2,0.46,1.267
24.41,55.63,0.03,27,-1,24.41,30,2,0.71,1.983
24.79,55.63,0.03,31,-2,24.79,30,2,0.71,1.267
24.73,55.63,0.03,33,-2,24.73,30,2,0.71,1.267
24.92,55.63,0.03,28,-1,24.92,30,2,0.86,1.983
25.57,55.63,0.03,32,1,25.57,30,2,0.86,1.267
25.57,55.63,0.03,33,1,25.57,30,2,0.78,1.45
25.51,55.63,0.03,28,1,25.51,30,2,0.76,1.983
25.83,55.63,0.03,30,-1,25.83,30,2,0.76,1.25
25.44,55.63,0.03,31,0,25.44,30,2,0.76,1.45
24.41,55.63,0.03,26,0,24.41,30,2,0.76,1.983
24.6,55.63,0.03,28,-2,24.6,30,2,0.76,1.267
24.54,55.63,0.03,29,-2,24.54,30,2,0.76,1.267
24.79,55.63,0.03,27,1,24.79,30,2,0.81,1.983
25.18,55.63,0.03,30,-2,25.18,30,2,0.81,1.267
25.25,55.63,0.03,31,-1,25.25,30,2,0.81,1.267
24.79,55.63,0.03,30,-1,24.79,30,2,0.81,1.267
24.99,55.63,0.03,28,0,24.99,30,2,0.71,1.983
25.57,55.63,0.03,32,0,25.57,30,2,0.71,1.45
25.51,55.63,0.03,33,0,25.51,30,2,0.71,1.267
25.18,55.63,0.03,26,1,25.18,30,2,0.46,1.983
24.79,55.63,0.03,26,-2,24.79,30,2,0.46,1.05
24.54,55.63,0.03,26,-1,24.54,30,2,0.46,1.25
25.76,55.63,0.03,24,2,25.76,30,2,0.57,1.62
24.54,55.63,0.03,26,-2,24.54,30,2,0.58,1.05
25.05,55.63,0.03,25,-1,25.05,30,2,0.58,1.057
25.83,55.63,0.03,21,-1,25.83,30,2,0.56,1.033
24.02,55.63,0.03,21,-2,24.02,30,2,0.56,1.057
22.46,30.45,0.03,8,-1,22.46,30,2,0.68,1.483
23.31,30.45,0.03,9,-2,23.31,30,2,0.68,1.067
23.44,30.45,0.03,10,-2,23.44,30,2,0.68,1.05
22.2,30.45,0.03,9,-1,22.2,30,2,0.69,1.626
23.5,30.45,0.03,11,-2,23.5,30,2,0.69,1.114
23.76,30.45,0.03,11,-1,23.76,30,2,0.69,1.05
22.53,30.45,0.03,8,0,22.53,30,2,0.56,1.753
23.95,30.45,0.03,10,-2,23.95,30,2,0.56,1.5
24.02,30.45,0.03,10,-2,24.02,30,2,0.56,1.5
21.42,30.45,0.03,4,1,21.42,30,2,0.68,1.74
22.92,30.45,0.03,6,-2,22.92,30,2,0.68,1.067
23.5,30.45,0.03,8,0,23.5,30,2,0.68,1.067
21.16,30.45,0.03,3,0,21.16,30,2,0.64,1.815
22.72,30.45,0.03,6.277778,-2,22.72,30,2,0.64,1.3
22.98,30.45,0.03,7,-1,22.98,30,2,0.64,1.067
21.42,30.45,0.03,4,-1,21.42,30,2,0.74,1.74
22.85,30.45,0.03,3,-2,22.85,30,2,0.74,1.05
23.18,30.45,0.03,2,-1,23.18,30,2,0.74,1.05
21.82,30.45,0.03,6,0,21.82,30,2,0.74,1.74
23.31,30.45,0.03,9,-1,23.31,30,2,0.74,1.1
23.95,30.45,0.03,11,-1,23.95,30,2,0.74,1.05
22.14,30.45,0.03,7,1,22.14,30,2,0.48,1.798
24.21,30.45,0.03,11,-1,24.21,30,2,0.48,1.267
24.54,30.45,0.03,13,1,24.54,30,2,0.48,1.5
22.98,30.45,0.03,12,0,22.98,30,2,0.66,1.815
24.73,30.45,0.03,21,-1,24.73,30,2,0.66,1
23.5,30.45,0.03,21,-2,23.5,30,2,0.66,1.42
22.98,30.45,0.03,7,0,22.98,30,2,1.13,1.815
23.5,30.45,0.03,7,-2,23.5,30,2,1.13,1.5
23.89,30.45,0.03,8,-1,23.89,30,2,1.13,1.5
22.4,22.36,0.03,4,0,22.4,30,2,0.54,1.73
23.89,22.36,0.03,9,0,23.89,30,2,0.54,1.5
24.28,22.36,0.03,10,0,24.28,30,2,0.54,1.2
22.92,22.36,0.03,6,-1,22.92,30,2,0.59,1.787
24.08,22.36,0.03,8,0,24.08,30,2,0.59,1.24
24.21,22.36,0.03,10,0,24.21,30,2,0.59,1.18
22.2,22.36,0.03,-1,0,22.2,30,2,0.59,1.73
24.02,22.36,0.03,1,0,24.02,30,2,0.59,1.2
23.44,22.36,0.03,2,0,23.44,30,2,0.59,1.15
23.44,22.36,0.03,4,0,23.44,30,2,0.54,1.73
24.47,22.36,0.03,9,1,24.47,30,2,0.54,1.5
24.67,22.36,0.03,11,0,24.67,30,2,0.54,1.05
23.89,22.36,0.03,7,1,23.89,30,2,0.48,1.815
23.37,22.36,0.03,7,-1,23.37,30,2,0.46,1.798
24.47,22.36,0.03,7,-1,24.47,30,2,0.46,1.3
24.92,22.36,0.03,6,-2,24.92,30,2,0.46,1.05
22.72,22.36,0.03,-1,1,22.72,30,2,0.85,1.815
23.5,22.36,0.03,-1,-2,23.5,30,2,0.85,1.14
23.76,22.36,0.03,-1.222222,-1,23.76,30,2,0.85,1.16
