Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,Radiant temperature (¡C),Age,Sex
33.93333333,27.4,0.69,35.8,2,33.7,1,2
33.93333333,27.4,0.69,35.8,1,33.7,1,2
27.5,84.9,0.41,28.6,0,27.2,2,2
27.5,84.9,0.41,28.6,-1,27.2,2,2
27.5,84.9,0.41,28.6,-1,27.2,3,2
27.5,84.9,0.41,28.6,0,27.2,2,1
27.5,84.9,0.41,28.6,-1,27.2,3,1
27.5,84.9,0.41,28.6,0,27.2,3,1
27.5,84.9,0.41,28.6,-1,27.2,2,1
27.5,84.9,0.41,28.6,0,27.2,1,2
27.5,84.9,0.41,28.6,-1,27.2,1,2
27.5,84.9,0.41,28.6,0,27.2,3,2
27.5,84.9,0.41,28.6,-1,27.2,4,1
23.7,40,0.1,29,0,23.1,2,1
23.7,40,0.1,29,-1,23.1,2,1
23.7,40,0.1,29,0,23.1,1,2
23.7,40,0.1,29,0,23.1,2,2
23.7,40,0.1,29,-1,23.1,2,2
23.7,40,0.1,29,-1,23.1,1,2
23.7,40,0.1,29,-1,23.1,3,2
23.7,40,0.1,29,0,23.1,1,1
23.45,74,0.1,22,-1,23.1,3,1
23.45,74,0.1,22,-1,23.1,1,1
23.45,74,0.1,22,-2,23.1,1,1
23.45,74,0.1,22,0,23.1,1,1
23.45,74,0.1,22,-2,23.1,1,2
23.45,74,0.1,22,-2,23.1,2,2
23.45,74,0.1,22,-1,23.1,2,2
23.45,74,0.1,22,1,23.1,1,1
23.45,74,0.1,22,-1,23.1,1,2
23.45,74,0.1,22,0,23.1,1,2
18.0025,43,0.1,13,-2,23.1,1,1
18.0025,43,0.1,13,-1,23.1,1,1
18.0025,43,0.1,13,-1,23.1,1,2
18.0025,43,0.1,13,0,23.1,1,2
18.0025,43,0.1,13,-2,23.1,1,2
18.0025,43,0.1,13,-1,23.1,3,2
18.0025,43,0.1,13,-1,23.1,2,2
18.0025,43,0.1,13,0,23.1,1,1
24.6,68,0.1,25,0,23.1,1,1
24.6,68,0.1,25,-1,23.1,1,1
24.6,68,0.1,25,0,23.1,1,2
24.6,68,0.1,25,-1,23.1,1,2
24.6,68,0.1,25,0,23.1,3,2
24.6,68,0.1,25,0,23.1,2,2
24.6,68,0.1,25,0,23.1,2,1
19.46666667,49,0.1,15,-1,23.1,1,1
19.46666667,49,0.1,15,-1,23.1,1,2
19.46666667,49,0.1,15,1,23.1,1,1
19.46666667,49,0.1,15,0,23.1,1,1
19.46666667,49,0.1,15,-2,23.1,1,2
19.46666667,49,0.1,15,0,23.1,1,2
19.46666667,49,0.1,15,-2,23.1,1,1
19.46666667,49,0.1,15,-2,23.1,2,1
23.7,15,0.1,45,0,23.1,2,1
23.7,15,0.1,45,0,23.1,2,2
23.7,15,0.1,45,-1,23.1,2,2
23.7,15,0.1,45,-1,23.1,2,1
23.7,15,0.1,45,1,23.1,2,2
23.7,15,0.1,45,2,23.1,2,1
22,61,0.1,21,0,23.1,2,2
22,61,0.1,21,0,23.1,4,2
22,61,0.1,21,0,23.1,2,1
22,61,0.1,21,1,23.1,2,2
23.7,56,0.1,20,1,23.1,2,2
23.7,56,0.1,20,0,23.1,2,2
23.7,56,0.1,20,-1,23.1,2,1
23.7,68,0.1,18,0,23.1,2,1
23.7,68,0.1,18,0,23.1,2,2
23.7,48,0.1,18,0,23.1,5,2
23.7,48,0.1,18,-1,23.1,1,2
23.7,48,0.1,18,0,23.1,1,2
23.7,48,0.1,18,-1,23.1,1,1
23.7,48,0.1,18,0,23.1,1,1
23.7,48,0.1,18,1,23.1,2,2
23.7,48,0.1,18,0,23.1,2,2
23.7,48,0.1,18,0,23.1,2,1
23.7,48,0.1,18,1,23.1,1,2
23.7,48,0.1,18,-1,23.1,2,2
23.7,48,0.1,18,1,23.1,1,1
23.7,42,0.1,18,-1,23.1,1,2
23.7,42,0.1,18,-1,23.1,2,2
23.7,42,0.1,18,1,23.1,1,2
23.7,42,0.1,18,0,23.1,1,1
23.7,42,0.1,18,0,23.1,1,2
23.7,42,0.1,18,0,23.1,2,2
23.7,42,0.1,18,-1,23.1,2,1
23.7,42,0.1,18,0,23.1,2,1
23.7,42,0.1,18,-1,23.1,1,1
23.7,42,0.1,18,1,23.1,2,1
25.6,5,0.1,29,-1,23.1,2,2
25.6,5,0.1,29,0,23.1,1,2
25.6,5,0.1,29,0,23.1,2,2
25.6,5,0.1,29,-1,23.1,2,1
25.6,5,0.1,29,-1,23.1,1,2
25.6,5,0.1,29,0,23.1,1,1
25.6,5,0.1,29,-1,23.1,1,1
25.6,5,0.1,29,0,23.1,2,1
24.1,7,0.1,21,0,23.1,4,1
24.1,7,0.1,21,0,23.1,5,2
24.1,7,0.1,21,0,23.1,2,1
24.1,7,0.1,21,-1,23.1,3,1
24.1,7,0.1,21,0,23.1,2,2
24.1,7,0.1,21,0,23.1,1,1
24.1,7,0.1,21,0,23.1,3,1
24.1,7,0.1,21,0,23.1,1,2
24.1,7,0.1,21,-1,23.1,1,2
24.1,7,0.1,21,-1,23.1,1,1
24.1,7,0.1,21,-1,23.1,2,2
24.1,7,0.1,21,1,23.1,1,1
24.1,7,0.1,21,-1,23.1,2,1
24.1,7,0.1,21,-2,23.1,2,2
25.4,19,0.1,22.5,0,23.1,1,2
25.4,19,0.1,22.5,-1,23.1,1,2
25.4,19,0.1,22.5,0,23.1,1,1
25.4,19,0.1,22.5,-1,23.1,1,1
25.4,19,0.1,22.5,1,23.1,1,2
25.4,19,0.1,22.5,-1,23.1,2,2
25.4,19,0.1,22.5,0,23.1,2,2
25.4,19,0.1,22.5,-1,23.1,2,1
25.4,19,0.1,22.5,0,23.1,2,1
25.4,19,0.1,22.5,1,23.1,2,1
25.9,14,0.1,30,0,23.1,2,1
25.9,14,0.1,30,0,23.1,3,1
25.9,14,0.1,30,0,23.1,1,2
25.9,14,0.1,30,-1,23.1,1,1
25.9,14,0.1,30,-1,23.1,2,1
25.9,14,0.1,30,-1,23.1,1,2
25.9,14,0.1,30,0,23.1,1,1
25.9,14,0.1,30,0,23.1,2,2
24.65,29,0.1,11,0,23.1,3,1
24.65,29,0.1,11,0,23.1,2,1
24.65,29,0.1,11,-1,23.1,1,1
24.65,29,0.1,11,0,23.1,1,2
24.65,29,0.1,11,0,23.1,1,1
24.65,29,0.1,11,-1,23.1,2,2
24.65,29,0.1,11,-1,23.1,1,2
24.65,29,0.1,11,0,23.1,2,2
24.65,29,0.1,11,-1,23.1,2,1
26.7,12,0.1,30,-1,23.1,5,2
26.7,12,0.1,30,-1,23.1,2,2
26.7,12,0.1,30,-1,23.1,2,1
26.7,12,0.1,30,-2,23.1,2,2
26.7,12,0.1,30,0,23.1,2,2
26.7,12,0.1,30,0,23.1,1,2
26.7,12,0.1,30,0,23.1,1,1
26.7,12,0.1,30,1,23.1,2,2
26.7,12,0.1,30,-1,23.1,1,2
26.7,12,0.1,30,0,23.1,2,1
21.4,37,0.1,12,-1,23.1,1,2
21.4,37,0.1,12,-1,23.1,1,1
21.4,37,0.1,12,0,23.1,1,1
21.4,37,0.1,12,0,23.1,1,2
21.4,37,0.1,12,-1,23.1,2,2
21.4,37,0.1,12,-2,23.1,1,1
21.4,37,0.1,12,0,23.1,2,2
21.4,37,0.1,12,0,23.1,2,1
21.4,37,0.1,12,-1,23.1,2,1
21.4,37,0.1,12,-2,23.1,2,1
21.4,37,0.1,12,-1,23.1,3,1
25.2,47,0.1,21.58,0,23.1,2,1
25.2,47,0.1,21.58,0,23.1,1,1
25.2,47,0.1,21.58,0,23.1,1,2
25.2,47,0.1,21.58,-1,23.1,1,2
25.2,47,0.1,21.58,0,23.1,2,2
20.6,53.3,0,10.3,-2,23.1,1,1
20.6,53.3,0,10.3,-1,23.1,1,1
20.6,53.3,0,10.3,-1,23.1,2,1
20.6,53.3,0,10.3,0,23.1,1,1
20.6,53.3,0,10.3,0,23.1,1,2
20.6,53.3,0,10.3,0,23.1,2,2
20.6,53.3,0,10.3,-2,23.1,1,2
20.6,53.3,0,10.3,-1,23.1,1,2
20.6,53.3,0,10.3,-2,23.1,2,1
20.6,53.3,0,10.3,-1,23.1,2,2
20.6,53.3,0,10.3,-2,23.1,2,2
26.63333333,32.6,0,19.4,0,27,1,2
26.63333333,32.6,0,19.4,-1,27,1,2
26.63333333,32.6,0,19.4,-1,27,2,2
26.63333333,32.6,0,19.4,1,27,1,2
21.5,31,0,12,0,21.5,1,2
21.5,31,0,12,-1,21.5,1,2
21.5,31,0,12,1,21.5,1,2
21.5,31,0,12,1,21.5,2,1
21.5,31,0,12,0,21.5,2,1
21.5,31,0,12,0,21.5,2,2
21.5,31,0,12,1,21.5,2,2
21.5,31,0,12,-1,21.5,2,2
21.5,31,0,12,-1,21.5,2,1
23,30.1,0.1,18.1,-1,23.1,1,1
23,30.1,0.1,18.1,0,23.1,1,1
23,30.1,0.1,18.1,0,23.1,3,1
22.4,35,0,14.5,0,23.1,1,1
22.4,35,0,14.5,-1,23.1,1,1
22.4,35,0,14.5,-1,23.1,2,1
22.4,35,0,14.5,0,23.1,2,1
22.4,35,0,14.5,-1,23.1,2,2
22.4,35,0,14.5,0,23.1,1,2
22.4,35,0,14.5,0,23.1,2,2
22.4,35,0,14.5,-1,23.1,1,2
25,25,0.1,33.1,0,23.1,3,2
25,25,0.1,33.1,-1,23.1,2,2
25,25,0.1,33.1,0,23.1,2,2
25,25,0.1,33.1,-1,23.1,3,2
25,25,0.1,33.1,-1,23.1,1,2
25,25,0.1,33.1,-2,23.1,1,1
25,25,0.1,33.1,-1,23.1,2,1
25,25,0.1,33.1,0,23.1,1,2
25,25,0.1,33.1,0,23.1,1,1
33.3,61,0.1,30.5,2,23.1,3,2
33.3,61,0.1,30.5,2,23.1,4,2
33.3,61,0.1,30.5,1,23.1,2,2
33.3,61,0.1,30.5,2,23.1,2,2
33.3,61,0.1,30.5,1,23.1,1,2
33.3,61,0.1,30.5,0,23.1,2,2
33.3,61,0.1,30.5,0,23.1,1,2
33.3,61,0.1,30.5,2,23.1,3,1
33.3,61,0.1,30.5,2,23.1,1,2
23.7,24,0.1,36.7,0,23.1,2,2
23.7,24,0.1,36.7,0,23.1,1,2
23.7,24,0.1,36.7,1,23.1,2,2
23.7,24,0.1,36.7,0,23.1,1,1
23.7,24,0.1,36.7,2,23.1,2,2
23.7,24,0.1,36.7,1,23.1,2,1
23.5,54,0.1,20.4,0,23.1,2,2
23.5,54,0.1,20.4,-1,23.1,1,2
23.5,54,0.1,20.4,0,23.1,1,2
23.5,54,0.1,20.4,-1,23.1,2,2
23.5,54,0.1,20.4,-1,23.1,1,1
23.5,54,0.1,20.4,0,23.1,1,1
20.5,91,0.1,10.7,0,23.1,1,1
20.5,91,0.1,10.7,-1,23.1,1,1
20.5,91,0.1,10.7,-1,23.1,3,1
20.5,91,0.1,10.7,0,23.1,1,2
20.5,91,0.1,10.7,-1,23.1,1,2
20.5,91,0.1,10.7,0,23.1,2,2
23.7,50,0.1,8,-1,23.1,1,1
23.7,50,0.1,8,-1,23.1,2,2
23.7,50,0.1,8,1,23.1,1,1
23.7,50,0.1,8,0,23.1,1,2
23.7,50,0.1,8,0,23.1,1,1
23.7,50,0.1,8,0,23.1,2,2
23.7,50,0.1,8,-1,23.1,3,2
21,42,0.1,15,-1,23.1,2,2
21,42,0.1,15,-1,23.1,1,2
21,42,0.1,15,0,23.1,1,2
21,42,0.1,15,0,23.1,2,2
21,42,0.1,15,0,23.1,3,2
23.7,37,0.1,31,2,23.1,2,1
23.7,37,0.1,31,2,23.1,1,1
23.7,37,0.1,31,-1,23.1,1,1
23.7,37,0.1,31,0,23.1,2,2
23.7,37,0.1,31,1,23.1,1,2
23.7,37,0.1,31,0,23.1,4,2
23.7,37,0.1,31,1,23.1,2,1
23.7,37,0.1,31,0,23.1,2,1
23.7,37,0.1,31,-1,23.1,1,2
23.7,37,0.1,31,0,23.1,1,1
23.7,37,0.1,31,2,23.1,2,2
23.7,37,0.1,31,-1,23.1,2,2
23.7,37,0.1,31,-2,23.1,1,2
23.7,58,0.1,26.5,0,23.1,2,2
23.7,58,0.1,26.5,0,23.1,1,2
23.7,58,0.1,26.5,0,23.1,1,1
23.7,58,0.1,26.5,-1,23.1,1,2
23.7,58,0.1,26.5,1,23.1,2,2
23.7,26,0.1,32,-1,23.1,1,1
23.7,26,0.1,32,0,23.1,1,2
23.7,26,0.1,32,0,23.1,1,1
23.7,26,0.1,32,-1,23.1,1,2
23.7,26,0.1,32,-1,23.1,2,2
23.7,26,0.1,32,1,23.1,1,2
23.7,24,0.1,30,0,23.1,1,2
23.7,24,0.1,30,0,23.1,2,1
23.7,24,0.1,30,1,23.1,2,2
23.7,24,0.1,30,0,23.1,1,1
23.7,24,0.1,30,1,23.1,1,1
23.7,24,0.1,30,1,23.1,1,2
23.7,24,0.1,30,2,23.1,1,2
23.7,19,0.1,36,1,23.1,2,2
23.7,19,0.1,36,0,23.1,1,2
23.7,19,0.1,36,-2,23.1,2,2
23.7,19,0.1,36,-1,23.1,2,2
23.7,19,0.1,36,0,23.1,2,2
23.7,19,0.1,36,0,23.1,1,1
23.7,19,0.1,36,1,23.1,1,2
23.7,19,0.1,36,-1,23.1,1,2
23.7,19,0.1,35,0,23.1,2,2
23.7,19,0.1,35,-1,23.1,2,2
23.7,19,0.1,35,1,23.1,2,2
23.7,19,0.1,35,0,23.1,1,2
23.7,19,0.1,35,1,23.1,1,2
23.7,28,0.1,35,0,23.1,2,2
23.7,28,0.1,35,1,23.1,2,2
23.7,28,0.1,35,0,23.1,1,2
23.7,28,0.1,35,2,23.1,2,2
23.7,28,0.1,35,0,23.1,3,2
23.7,28,0.1,35,1,23.1,2,1
23.7,24,0.1,34,0,23.1,2,1
23.7,24,0.1,34,0,23.1,2,2
23.7,24,0.1,34,-1,23.1,2,1
23.7,24,0.1,34,1,23.1,2,2
23.7,30,0.1,18,0,23.1,2,1
23.7,30,0.1,18,-1,23.1,2,2
23.7,30,0.1,18,-1,23.1,1,1
23.7,30,0.1,18,-1,23.1,2,1
23.7,30,0.1,18,0,23.1,1,1
23.7,30,0.1,18,0,23.1,2,2
23.7,51,0.1,12,-1,23.1,2,2
23.7,51,0.1,12,1,23.1,2,2
23.7,51,0.1,12,0,23.1,2,2
23.7,77,0.1,12,1,23.1,2,2
23.7,77,0.1,12,0,23.1,2,2
23.7,77,0.1,12,1,23.1,1,2
23.7,77,0.1,12,-2,23.1,1,2
23.7,77,0.1,12,-1,23.1,2,2
23.7,77,0.1,12,0,23.1,1,2
23.7,77,0.1,12,2,23.1,2,2
23.7,77,0.1,12,1,23.1,1,1
23.7,77,0.1,12,0,23.1,2,1
23.7,77,0.1,12,0,23.1,1,1
28.3,69,0.2,31,0,23.1,1,1
28.3,69,0.2,31,-1,23.1,1,1
28.3,69,0.2,31,0,23.1,1,2
28.3,69,0.2,31,-2,23.1,1,1
28.3,69,0.2,31,2,23.1,1,1
28.3,69,0.2,31,0,23.1,2,1
28.3,69,0.2,31,-1,23.1,1,2
28.3,69,0.2,31,0,23.1,2,2
22,64,0.1,7,0,23.1,2,1
22,64,0.1,7,0,23.1,1,1
22,64,0.1,7,0,23.1,1,2
22,64,0.1,7,-1,23.1,1,1
22,64,0.1,7,-1,23.1,2,2
22,64,0.1,7,0,23.1,3,1
22,64,0.1,7,-1,23.1,2,1
22,64,0.1,7,2,23.1,1,1
22,64,0.1,7,0,23.1,2,2
22,64,0.1,7,0,23.1,6,1
26.3,54,0.02,22.8,-1,23.1,3,1
26.3,54,0.02,22.8,0,23.1,2,1
26.3,54,0.02,22.8,2,23.1,3,2
26.3,54,0.02,22.8,-1,23.1,3,2
26.3,54,0.02,22.8,2,23.1,3,1
26.3,54,0.02,22.8,0,23.1,3,1
26.3,54,0.02,22.8,1,23.1,4,2
26.3,54,0.02,22.8,0,23.1,4,2
26.3,54,0.02,22.8,1,23.1,3,1
26.3,54,0.02,22.8,0,23.1,4,1
26.45,54,0.03,24,0,23.1,3,1
26.45,54,0.03,24,0,23.1,3,2
26.45,54,0.03,24,0,23.1,2,1
26.45,54,0.03,24,-1,23.1,2,1
26.2,54,0.01,23.6,0,23.1,2,1
26.2,54,0.01,23.6,0,23.1,3,2
26.2,54,0.01,23.6,-1,23.1,2,1
26.2,54,0.01,23.6,1,23.1,2,1
26.2,54,0.01,23.6,-1,23.1,1,1
26.2,54,0.01,23.6,0,23.1,2,2
25.75,54,0,18.5,0,23.1,2,1
25.75,54,0,18.5,0,23.1,3,1
25.75,54,0,18.5,2,23.1,3,1
25.75,54,0,18.5,-1,23.1,2,1
25.75,54,0,18.5,0,23.1,4,1
25.75,54,0,18.5,0,23.1,5,1
25.6,54,0.1,24.7,-1,23.1,1,1
25.6,54,0.1,24.7,-1,23.1,2,2
25.6,54,0.1,24.7,-1,23.1,2,1
25.6,54,0.1,24.7,0,23.1,2,1
25.6,54,0.1,24.7,0,23.1,1,1
25.6,54,0.1,24.7,-1,23.1,1,2
25.6,54,0.1,24.7,1,23.1,2,1
25.2,54,0.1,23.9,-1,23.1,3,2
25.2,54,0.1,23.9,-1,23.1,4,1
25.2,54,0.1,23.9,1,23.1,3,1
25.2,54,0.1,23.9,0,23.1,3,1
25.2,54,0.1,23.9,-1,23.1,3,1
25.2,54,0.1,23.9,0,23.1,3,2
25.2,54,0.1,23.9,0,23.1,6,1
25.2,54,0.1,23.9,0,23.1,4,1
22.4,38,0.05,13.7,-1,23.1,2,1
22.4,38,0.05,13.7,0,23.1,2,1
22.4,38,0.05,13.7,-1,23.1,1,1
22.4,38,0.05,13.7,-1,23.1,2,2
22.4,38,0.05,13.7,0,23.1,2,2
22.4,38,0.05,13.7,-1,23.1,3,1
23.7,44,0.06,20.9,-1,23.1,3,1
23.7,44,0.06,20.9,-2,23.1,2,1
23.7,44,0.06,20.9,-1,23.1,4,1
23.7,44,0.06,20.9,-1,23.1,2,1
23.7,44,0.06,20.9,-2,23.1,3,1
23.7,44,0.06,20.9,0,23.1,3,2
23.3,39,0.09,21.7,0,23.1,2,1
23.3,39,0.09,21.7,-2,23.1,2,1
23.3,39,0.09,21.7,-1,23.1,2,2
23.3,39,0.09,21.7,-1,23.1,2,1
23.3,39,0.09,21.7,0,23.1,3,1
23.3,39,0.09,21.7,-1,23.1,3,2
23.3,39,0.09,21.7,-1,23.1,1,2
22.2,97,0.06,11.6,0,23.1,2,2
22.2,97,0.06,11.6,-1,23.1,2,1
22.2,97,0.06,11.6,-1,23.1,2,2
22.2,97,0.06,11.6,0,23.1,3,1
22.2,97,0.06,11.6,0,23.1,2,1
22.2,97,0.06,11.6,-1,23.1,3,2
22.6,98,0.09,10.4,-1,23.1,2,1
22.6,98,0.09,10.4,-1,23.1,1,1
22.85,39,0.02,6.5,-1,23.1,2,1
22.85,39,0.02,6.5,0,23.1,2,1
22.85,39,0.02,6.5,-1,23.1,3,2
22.85,39,0.02,6.5,0,23.1,3,1
22.85,39,0.02,6.5,-1,23.1,2,2
22.85,39,0.02,6.5,-1,23.1,1,1
22.85,39,0.02,6.5,-1,23.1,3,1
22.85,39,0.02,6.5,0,23.1,2,2
30.01,73.4,0.1,30.17,1,23.1,2,1
30.01,73.4,0.1,30.17,0,23.1,2,2
30.01,73.4,0.1,30.17,-1,23.1,2,2
30.01,73.4,0.1,30.17,-1,23.1,2,1
30.01,73.4,0.1,30.17,0,23.1,2,1
30.01,73.4,0.1,30.17,0,23.1,1,1
30.01,73.4,0.1,30.17,2,23.1,2,2
30.01,73.4,0.1,30.17,0,23.1,1,2
30.01,73.4,0.1,30.17,-1,23.1,1,1
30.01,73.4,0.1,30.17,1,23.1,1,1
30.01,73.4,0.1,30.17,1,23.1,2,2
30.01,73.4,0.1,30.17,2,23.1,1,1
30.01,73.4,0.1,30.17,2,23.1,2,1
30.01625,77,0.27,29.72,0,30,1,1
30.01625,77,0.27,29.72,0,30,2,1
30.01625,77,0.27,29.72,1,30,2,1
30.01625,77,0.27,29.72,0,30,2,2
30.01625,77,0.27,29.72,-1,30,2,2
30.01625,77,0.27,29.72,1,30,2,2
30.01625,77,0.27,29.72,-1,30,2,1
30.01625,77,0.27,29.72,1,30,1,1
30.01625,77,0.27,29.72,1,30,1,2
26.8,69,0.1,29.4,-2,23.1,2,2
26.8,69,0.1,29.4,-1,23.1,1,1
26.8,69,0.1,29.4,-1,23.1,2,1
26.8,69,0.1,29.4,0,23.1,1,1
26.8,69,0.1,29.4,-1,23.1,2,2
26.8,69,0.1,29.4,0,23.1,1,2
26.8,69,0.1,29.4,0,23.1,2,2
26.8,69,0.1,29.4,-1,23.1,1,2
26.8,69,0.1,29.4,-2,23.1,1,2
23.7,79,0.1,27.8,0,23.1,1,2
23.7,79,0.1,27.8,-1,23.1,3,2
23.7,79,0.1,27.8,-1,23.1,1,2
23.7,79,0.1,27.8,-1,23.1,4,1
23.7,79,0.1,27.8,-1,23.1,1,1
23.7,79,0.1,27.8,0,23.1,1,1
23.7,79,0.1,27.8,-1,23.1,2,2
23.7,79,0.1,27.8,0,23.1,2,2
23.7,79,0.1,27.8,0,23.1,2,1
23.7,79,0.1,27.8,-1,23.1,2,1
28.5,86.5,0.1,27.5,0,23.1,2,2
28.5,86.5,0.1,27.5,-1,23.1,3,2
28.5,86.5,0.1,27.5,-1,23.1,2,2
28.5,86.5,0.1,27.5,1,23.1,2,2
28.5,86.5,0.1,27.5,0,23.1,2,1
28.5,86.5,0.1,27.5,1,23.1,3,1
28.5,86.5,0.1,27.5,0,23.1,3,1
28.5,86.5,0.1,27.5,1,23.1,5,1
28.5,86.5,0.1,27.5,0,23.1,3,2
28.5,86.5,0.1,27.5,2,23.1,2,1
25.7,81.5,0.15,27.8,-1,23.1,2,2
25.7,81.5,0.15,27.8,-1,23.1,2,1
25.7,81.5,0.15,27.8,0,23.1,2,1
25.7,81.5,0.15,27.8,0,23.1,3,1
25.7,81.5,0.15,27.8,-1,23.1,1,1
25.7,81.5,0.15,27.8,-1,23.1,3,2
25.7,81.5,0.15,27.8,0,23.1,2,2
25.7,81.5,0.15,27.8,0,23.1,3,2
25.7,81.5,0.15,27.8,1,23.1,2,1
27.4,68,0.1,31.7,-1,23.1,2,1
27.4,68,0.1,31.7,-1,23.1,1,1
27.4,68,0.1,31.7,-1,23.1,1,2
27.4,68,0.1,31.7,0,23.1,1,1
27.4,68,0.1,31.7,-1,23.1,2,2
27.4,68,0.1,31.7,0,23.1,3,1
27.4,68,0.1,31.7,-2,23.1,1,1
27.4,68,0.1,31.7,0,23.1,1,2
27.4,68,0.1,31.7,0,23.1,2,1
23.7,32,0.1,33,0,23.1,2,2
23.7,32,0.1,33,1,23.1,2,1
23.7,32,0.1,33,0,23.1,2,1
23.7,32,0.1,33,0,23.1,3,2
23.7,32,0.1,33,2,23.1,1,2
23.7,32,0.1,33,0,23.1,4,2
23.7,32,0.1,33,0,23.1,5,2
23.7,32,0.1,33,1,23.1,3,2
23.7,32,0.1,33,-1,23.1,2,1
23.7,32,0.1,33,-1,23.1,2,2
23.7,32,0.1,33,1,23.1,1,2
23.7,32,0.1,33,1,23.1,2,2
23.7,32,0.1,33,2,23.1,2,1
23.7,32,0.1,33,0,23.1,3,1
23.7,32,0.1,33,2,23.1,2,2
23.7,32,0.1,33,-1,23.1,3,2
23.7,32,0.1,33,2,23.1,4,2
23.7,22,0.1,36.9,2,23.1,2,2
23.7,22,0.1,36.9,0,23.1,2,1
23.7,22,0.1,36.9,1,23.1,2,2
23.7,22,0.1,36.9,0,23.1,4,2
23.7,22,0.1,36.9,0,23.1,2,2
23.7,22,0.1,36.9,-2,23.1,3,2
23.7,22,0.1,36.9,1,23.1,1,2
23.7,22,0.1,36.9,0,23.1,3,2
23.7,22,0.1,36.9,-1,23.1,3,2
23.7,90,0.1,24.5,0,23.1,3,2
23.7,90,0.1,24.5,-1,23.1,1,1
23.7,90,0.1,24.5,-1,23.1,2,1
23.7,90,0.1,24.5,0,23.1,1,2
23.7,90,0.1,24.5,-1,23.1,1,2
23.7,90,0.1,24.5,0,23.1,1,1
23.7,90,0.1,24.5,-1,23.1,2,2
23.7,90,0.1,24.5,0,23.1,2,2
23.7,90,0.1,24.5,0,23.1,2,1
23.7,90,0.1,24.5,-2,23.1,1,1
23.7,90,0.1,24.5,1,23.1,1,2
23.7,90,0.1,24.5,-1,23.1,5,2
23.7,62.5,0.1,19.94,0,23.1,2,1
23.7,62.5,0.1,19.94,0,23.1,1,1
23.7,62.5,0.1,19.94,-1,23.1,1,1
23.7,62.5,0.1,19.94,0,23.1,1,2
23.7,62.5,0.1,19.94,0,23.1,4,1
23.7,62.5,0.1,19.94,1,23.1,1,2
23.7,62.5,0.1,19.94,-1,23.1,1,2
23.7,62.5,0.1,19.94,0,23.1,2,2
23.7,62.5,0.1,19.94,1,23.1,2,2
23.7,62.5,0.1,19.94,-1,23.1,2,2
23.7,62.5,0.1,19.94,0,23.1,3,2
23.7,62.5,0.1,19.94,-1,23.1,3,2
23.7,62.5,0.1,19.94,2,23.1,2,2
23.7,72,0.1,31,0,23.1,1,2
23.7,72,0.1,31,-1,23.1,1,2
23.7,72,0.1,31,-1,23.1,1,1
23.7,72,0.1,31,-1,23.1,2,2
23.7,72,0.1,31,0,23.1,2,2
23.7,72,0.1,31,1,23.1,2,2
23.7,72,0.1,31,-1,23.1,4,1
23.7,72,0.1,31,-2,23.1,2,1
23.7,72,0.1,31,1,23.1,3,2
23.7,72,0.1,31,2,23.1,3,2
23.7,72,0.1,31,0,23.1,3,2
23.7,72,0.1,31,0,23.1,2,1
23.7,72,0.1,31,-1,23.1,2,1
23.7,72,0.1,31,-1,23.1,3,2
23.7,72,0.1,31,-2,23.1,2,2
23.7,83,0.1,24,0,23.1,2,2
23.7,83,0.1,24,-1,23.1,2,2
23.7,83,0.1,24,0,23.1,3,2
23.7,83,0.1,24,-1,23.1,3,2
23.7,83,0.1,24,2,23.1,2,2
23.7,83,0.1,24,2,23.1,1,2
23.7,83,0.1,24,-1,23.1,2,1
23.7,83,0.1,24,0,23.1,3,1
23.7,83,0.1,24,0,23.1,2,1
23.7,83,0.1,24,1,23.1,2,2
23.7,83,0.1,24,1,23.1,3,2
23.7,100,0.1,7,0,23.1,1,1
23.7,100,0.1,7,-1,23.1,1,2
23.7,100,0.1,7,0,23.1,2,1
23.7,100,0.1,7,-1,23.1,3,2
23.7,100,0.1,7,0,23.1,2,2
23.7,100,0.1,7,0,23.1,1,2
23.7,100,0.1,7,-1,23.1,1,1
23.7,100,0.1,7,-1,23.1,2,1
23.7,100,0.1,7,-2,23.1,1,1
23.7,100,0.1,7,0,23.1,3,2
23.7,100,0.1,7,-1,23.1,2,2
23.7,100,0.1,7,1,23.1,2,2
23.7,100,0.1,7,0,23.1,6,2
23.7,100,0.1,7,1,23.1,1,1
23.7,100,0.1,7,1,23.1,1,2
23.7,100,0.1,7,0,23.1,4,2
23.7,69,0.1,22,-1,23.1,1,1
23.7,69,0.1,22,-1,23.1,2,1
23.7,69,0.1,22,0,23.1,1,1
23.7,69,0.1,22,-1,23.1,2,2
23.7,69,0.1,22,-2,23.1,2,2
23.7,69,0.1,22,0,23.1,2,1
23.7,69,0.1,22,0,23.1,1,2
23.7,69,0.1,22,-1,23.1,1,2
23.7,69,0.1,22,0,23.1,2,2
23.7,69,0.1,14,0,23.1,1,1
23.7,69,0.1,14,-1,23.1,1,1
23.7,69,0.1,14,-1,23.1,1,2
23.7,69,0.1,14,-1,23.1,2,2
23.7,69,0.1,14,-1,23.1,2,1
23.7,69,0.1,14,-2,23.1,2,1
23.7,69,0.1,14,0,23.1,2,1
23.7,75,0.1,32,-1,23.1,2,1
23.7,75,0.1,32,0,23.1,2,1
23.7,75,0.1,32,-1,23.1,2,2
