,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Thermal sensation,Thermal preference,Thermal comfort,activity_10,activity_20,activity_30,activity_60,Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
81,Italy,,,,0.43,,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Summer,Cfa,Humid subtropical,Lodi,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,25,77,Database 2
82,Italy,-0.9,21,22.18,0.54,1.2,23.3,41.3,0.18,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,warmer,5,1.2,1.2,1.2,1.2,74,23.3,74,22.6,72.6,23.2,73.8,23,73.3,22.9,73.2,21.9,71.3,35.43,0.18,35.43,0.04,7.88,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
83,Italy,-0.1,5,24.93,0.89,1.2,23.3,41.3,0.18,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,74,23.3,74,22.6,72.6,23.2,73.8,23,73.3,22.9,73.2,21.9,71.3,35.43,0.18,35.43,0.04,7.88,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
84,Italy,-0.3,7,24.02,0.77,1.2,23.3,41.3,0.18,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,-1,warmer,5,1.2,1.2,1.2,1.2,74,23.3,74,22.6,72.6,23.2,73.8,23,73.3,22.9,73.2,21.9,71.3,35.43,0.18,35.43,0.04,7.88,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
85,Italy,-0.7,15,20.75,0.51,1.6,23.5,40.8,0.79,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.6,1.6,1.6,1.6,74.3,23.5,74.3,22.8,73,23.3,73.9,23.2,73.8,23.1,73.5,21.9,71.5,155.51,0.79,155.51,0.08,15.76,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
86,Italy,-1.1,31,20.62,0.69,1.2,23.5,40.8,0.79,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,74.3,23.5,74.3,22.8,73,23.3,73.9,23.2,73.8,23.1,73.5,21.9,71.5,155.51,0.79,155.51,0.08,15.76,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
87,Italy,-1.3,40,20.13,0.64,1.2,23.5,40.8,0.79,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,4,1.2,1.2,1.2,1.2,74.3,23.5,74.3,22.8,73,23.3,73.9,23.2,73.8,23.1,73.5,21.9,71.5,155.51,0.79,155.51,0.08,15.76,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
88,Italy,-0.8,19,22.46,0.49,1.2,23.5,39.7,0.14,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,74.3,23.5,74.3,22.8,73.1,23.3,73.9,23.3,74,23.1,73.5,21.8,71.3,27.56,0.14,27.56,0.14,27.58,0.1,19.7,0,0,0,1,0,13,55.4,Database 2
89,Italy,-0.5,9,23.75,0.65,1.2,23.5,39.7,0.14,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,74.3,23.5,74.3,22.8,73.1,23.3,73.9,23.3,74,23.1,73.5,21.8,71.3,27.56,0.14,27.56,0.14,27.58,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
90,Italy,-0.8,18,22.38,0.43,1.3,23.5,39.7,0.14,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,warmer,5,1.2,1.6,1.2,1.2,74.3,23.5,74.3,22.8,73.1,23.3,73.9,23.3,74,23.1,73.5,21.8,71.3,27.56,0.14,27.56,0.14,27.58,0.1,19.7,0,1,0,1,0,13,55.4,Database 2
91,Italy,0.3,7,23.92,0.86,1.9,23.7,39,2.52,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.6,2,2,2,74.6,23.7,74.6,23,73.3,23.4,74.1,23.4,74.1,23.2,73.8,22.1,71.7,496.06,2.52,496.06,0.18,35.46,0.1,19.7,0,0,0,0,0,13,55.4,Database 2
92,Italy,-1.1,30,18.62,0.51,1.7,23.7,39,2.52,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1,2,2,74.6,23.7,74.6,23,73.3,23.4,74.1,23.4,74.1,23.2,73.8,22.1,71.7,496.06,2.52,496.06,0.18,35.46,0.1,19.7,0,0,0,1,0,13,55.4,Database 2
93,Italy,-1.2,36,19.64,0.57,1.3,24.3,34.8,1.29,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,2,1.2,1.2,1.2,75.7,24.3,75.7,23.9,74.9,24,75.2,23.8,74.8,23.7,74.6,22.7,72.8,253.94,1.29,253.94,0.22,43.34,0.1,19.7,0,0,0,1,0,13,55.4,Database 2
94,Italy,-0.5,10,22.46,0.92,1.2,24.5,33,1.8,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Air Conditioned,Mechanical Heating,1,cooler,3,1.2,1.2,1.2,1.2,76.1,24.5,76.1,23.6,74.5,24.3,75.8,24.3,75.7,24.1,75.5,23.2,73.7,354.33,1.8,354.33,0.18,35.46,0.1,19.7,1,0,0,1,0,13,55.4,Database 2
95,Italy,,,,0.5,1.7,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,5,1.2,1.2,1.9,1.9,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,13,55.4,Database 2
96,Italy,,,,0.71,1.3,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,no change,5,1.2,1.6,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,13,55.4,Database 2
97,Italy,,,,0.35,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,13,55.4,Database 2
98,Italy,,,,0.43,1.9,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,3,1.2,2,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,55.4,Database 2
99,Italy,,,,0.43,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,warmer,5,1,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,13,55.4,Database 2
100,Italy,,,,0.62,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,13,55.4,Database 2
101,Italy,,,,0.68,1.1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,1,1,1,1,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,55.4,Database 2
102,Italy,,,,0.54,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,55.4,Database 2
103,Italy,,,,0.56,1.1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,2,1.2,1.2,1.2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,13,55.4,Database 2
104,Italy,,,,0.95,1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,55.4,Database 2
105,Italy,,,,0.69,1.7,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,55.4,Database 2
106,Italy,,,,0.5,1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,55.4,Database 2
107,Italy,,,,0.55,1.5,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Autumn,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1,1,1.9,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,13,55.4,Database 2
108,Italy,,,,0.73,1.3,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.6,1.2,1.6,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
109,Italy,,,,0.62,,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,4,1,1,1.9,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,10,50,Database 2
110,Italy,,,,0.67,1.3,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.6,2,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,10,50,Database 2
111,Italy,,,,0.75,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
112,Italy,,,,0.89,1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,10,50,Database 2
113,Italy,,,,0.79,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,10,50,Database 2
114,Italy,,,,0.31,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,10,50,Database 2
115,Italy,,,,0.74,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
116,Italy,,,,0.92,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,no change,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
117,Italy,,,,0.54,1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
118,Italy,,,,0.52,1.5,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,3,1.2,1.6,1.2,1.6,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
119,Italy,,,,0.84,1.2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1.2,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
120,Italy,,,,0.79,1,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,10,50,Database 2
121,Italy,,,,0.55,1.6,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,5,1.2,1.2,1.2,1.9,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,10,50,Database 2
122,Italy,,,,0.8,2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,10,50,Database 2
123,Italy,,,,0.83,2,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,10,50,Database 2
124,Italy,,,,0.69,1.9,,,,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,1,cooler,3,1.6,2,2,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,10,50,Database 2
125,Italy,0.5,11,25.48,0.99,2,23.6,21.1,1.82,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,5,2,2,2,2,74.5,23.6,74.5,22.6,72.6,23.9,75,23.1,73.6,23.1,73.6,22.2,72,358.27,1.82,358.27,0.02,3.94,0,0,1,0,0,1,1,10,50,Database 2
126,Italy,0.1,5,23.71,0.93,1.7,23.6,21.1,1.82,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,3,2,1.2,1.2,2,74.5,23.6,74.5,22.6,72.6,23.9,75,23.1,73.6,23.1,73.6,22.2,72,358.27,1.82,358.27,0.02,3.94,0,0,1,0,0,1,1,10,50,Database 2
127,Italy,-0.3,7,20.66,0.57,2,23.6,21.1,1.82,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,2,cooler,4,2,2,2,2,74.5,23.6,74.5,22.6,72.6,23.9,75,23.1,73.6,23.1,73.6,22.2,72,358.27,1.82,358.27,0.02,3.94,0,0,1,0,0,1,1,10,50,Database 2
128,Italy,1.4,44,31.43,0.9,1.6,29.6,21.8,0.06,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008,Spring,Cfb,Temperate oceanic,Varese,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,0,no change,6,1.2,1,1.9,1.9,85.2,29.6,85.2,27.7,81.9,28.2,82.7,27.9,82.2,28.1,82.6,26.1,78.9,11.81,0.06,11.81,0,0,0,0,0,0,0,1,1,10,50,Database 2
