,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
574,Thailand,-0.37,7.86,24.01,0.41,1.1,24.7,60.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,48,2,cooler,76.5,24.7,76.5,24.9,76.8,25,77,23.62,0.12,23.62,Database 1
576,Thailand,-0.59,12.23,23.46,0.62,1.1,23,60.2,0.18,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,0,no change,73.4,23,73.4,23.3,74,23.7,74.6,35.43,0.18,35.43,Database 1
577,Thailand,-0.74,16.67,22.95,0.43,1.1,23.7,60.3,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,0,no change,74.7,23.7,74.7,23.9,75,24,75.2,25.59,0.13,25.59,Database 1
578,Thailand,-0.04,5.03,25.34,0.65,1.1,24.2,59.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,49,-1,no change,75.6,24.2,75.6,24.4,75.9,24.5,76.1,23.62,0.12,23.62,Database 1
579,Thailand,-0.14,5.39,24.92,0.56,1.1,24.4,58.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,no change,75.9,24.4,75.9,24.6,76.3,24.8,76.7,23.62,0.12,23.62,Database 1
580,Thailand,-0.48,9.79,23.83,0.41,1.1,24.4,58.4,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,no change,75.9,24.4,75.9,24.7,76.5,25.1,77.1,25.59,0.13,25.59,Database 1
581,Thailand,-0.13,5.36,24.98,0.59,1.1,24.2,58.3,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,no change,75.6,24.2,75.6,24.5,76,24.7,76.5,23.62,0.12,23.62,Database 1
582,Thailand,-0.4,8.36,24.1,0.45,1.1,24.4,58,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,no change,75.9,24.4,75.9,24.7,76.5,25.1,77.1,25.59,0.13,25.59,Database 1
583,Thailand,-0.27,6.56,24.26,0.45,1.1,24.5,58.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,42,0,no change,76.1,24.5,76.1,24.8,76.7,25.1,77.3,21.65,0.11,21.65,Database 1
584,Thailand,0.09,5.18,25.75,0.65,1.1,24.3,58.5,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,45,1,cooler,75.7,24.3,75.7,24.7,76.5,25.2,77.3,21.65,0.11,21.65,Database 1
586,Thailand,-0.09,5.16,25.24,0.56,1.1,24.5,58.6,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,76.1,24.5,76.1,24.9,76.8,25.3,77.5,25.59,0.13,25.59,Database 1
587,Thailand,-0.4,8.32,24.15,0.56,1.1,23.6,60.9,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,42,0,no change,74.5,23.6,74.5,23.9,75,24.1,75.5,25.59,0.13,25.59,Database 1
588,Thailand,-0.29,6.8,24.5,0.63,1.1,23.1,60.6,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37,0,no change,73.6,23.1,73.6,23.6,74.6,24.2,75.5,23.62,0.12,23.62,Database 1
589,Thailand,,,,0.45,1.1,,,,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,46,0,no change,,,,,,,,,,,Database 1
590,Thailand,,,,0.41,1.1,,,,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,no change,,,,,,,,,,,Database 1
591,Thailand,-0.55,11.29,23.66,0.56,1.1,23,63.3,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,no change,73.4,23,73.4,23.4,74.1,23.8,74.8,25.59,0.13,25.59,Database 1
592,Thailand,-0.71,15.61,23.09,0.41,1.1,23.7,61.8,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,1,cooler,74.7,23.7,74.7,24,75.2,24.4,75.8,25.59,0.13,25.59,Database 1
593,Thailand,-0.25,6.26,24.58,0.56,1.1,23.9,61.6,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,0,no change,75,23.9,75,24.2,75.6,24.6,76.2,23.62,0.12,23.62,Database 1
594,Thailand,-0.17,5.62,25.08,0.65,1.1,23.7,61.9,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,cooler,74.7,23.7,74.7,24.1,75.3,24.5,76,27.56,0.14,27.56,Database 1
595,Thailand,,,,,1.1,23.9,62.1,0.2,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,-1,no change,75,23.9,75,24.2,75.6,24.6,76.2,39.37,0.2,39.37,Database 1
596,Thailand,0.87,20.96,30.02,1.3,1.1,24.1,61.7,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,-2,warmer,75.4,24.1,75.4,24.4,76,24.7,76.5,19.69,0.1,19.69,Database 1
597,Thailand,-1.03,27.27,22.03,0.34,1.1,23.3,62.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,1,cooler,73.9,23.3,73.9,23.6,74.5,24,75.1,23.62,0.12,23.62,Database 1
598,Thailand,-0.74,16.57,22.83,0.46,1.1,23.2,62.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,50,-1,no change,73.8,23.2,73.8,23.5,74.2,23.7,74.7,23.62,0.12,23.62,Database 1
599,Thailand,-0.38,8.07,24.3,0.65,1.1,23.1,62.8,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,46,0,no change,73.6,23.1,73.6,23.4,74.1,23.6,74.6,27.56,0.14,27.56,Database 1
600,Thailand,-0.43,8.93,23.92,0.56,1.1,23.3,62.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,0,no change,73.9,23.3,73.9,23.6,74.5,24,75.1,23.62,0.12,23.62,Database 1
601,Thailand,-0.2,5.79,24.67,0.63,1.1,23.5,63,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,-1,no change,74.3,23.5,74.3,23.8,74.8,24,75.3,21.65,0.11,21.65,Database 1
602,Thailand,-0.23,6.11,24.87,0.72,1.1,23.2,62.9,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,73.8,23.2,73.8,23.4,74.1,23.5,74.4,27.56,0.14,27.56,Database 1
603,Thailand,,,,,1.1,22.7,64.1,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,no change,72.9,22.7,72.9,23.1,73.6,23.6,74.4,21.65,0.11,21.65,Database 1
604,Thailand,-0.56,11.67,23.62,0.56,1.1,23.2,63.3,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,cooler,73.8,23.2,73.8,23.5,74.4,23.9,74.9,29.53,0.15,29.53,Database 1
605,Thailand,0.03,5.02,25.83,0.8,1.1,23.3,63.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,-1,warmer,73.9,23.3,73.9,23.6,74.5,24,75.1,23.62,0.12,23.62,Database 1
606,Thailand,-0.71,15.74,22.93,0.45,1.1,23.3,63.2,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,0,no change,73.9,23.3,73.9,23.6,74.5,24,75.1,23.62,0.12,23.62,Database 1
607,Thailand,-0.26,6.45,24.69,0.65,1.1,23.3,62.5,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,1,cooler,73.9,23.3,73.9,23.7,74.6,24.1,75.3,25.59,0.13,25.59,Database 1
608,Thailand,-0.12,5.29,25.11,0.67,1.1,23.6,62.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,-1,no change,74.5,23.6,74.5,23.9,75.1,24.3,75.7,23.62,0.12,23.62,Database 1
609,Thailand,-0.32,7.14,24.45,0.56,1.1,23.7,62.8,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,47,1,cooler,74.7,23.7,74.7,24.1,75.3,24.5,76,25.59,0.13,25.59,Database 1
610,Thailand,-0.27,6.52,24.61,0.56,1.1,23.9,62.8,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,cooler,75,23.9,75,24.2,75.6,24.6,76.2,25.59,0.13,25.59,Database 1
612,Thailand,-0.39,8.1,24.26,0.56,1.1,23.7,62.7,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,-1,no change,74.7,23.7,74.7,24,75.2,24.2,75.6,27.56,0.14,27.56,Database 1
613,Thailand,-0.61,12.88,23.1,0.41,1.1,23.7,62.9,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,1,cooler,74.7,23.7,74.7,24,75.2,24.3,75.8,21.65,0.11,21.65,Database 1
614,Thailand,-0.26,6.37,24.55,0.56,1.1,23.8,62.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,-1,no change,74.8,23.8,74.8,24.2,75.5,24.6,76.2,23.62,0.12,23.62,Database 1
615,Thailand,-0.52,10.59,23.6,0.46,1.1,23.8,62.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,1,cooler,74.8,23.8,74.8,24.1,75.4,24.5,76,23.62,0.12,23.62,Database 1
616,Thailand,-0.25,6.34,24.54,0.56,1.1,23.9,62.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34,-1,no change,75,23.9,75,24.2,75.5,24.4,76,23.62,0.12,23.62,Database 1
617,Thailand,-0.29,6.7,24.52,0.56,1.1,24,62.7,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,37,0,no change,75.2,24,75.2,24.2,75.5,24.3,75.8,25.59,0.13,25.59,Database 1
618,Thailand,-0.25,6.33,24.64,0.56,1.1,24.1,62.3,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-2,no change,75.4,24.1,75.4,24.3,75.8,24.5,76.2,25.59,0.13,25.59,Database 1
619,Thailand,0.4,8.39,27.44,0.92,1.1,24.1,61.9,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,-1,warmer,75.4,24.1,75.4,24.3,75.8,24.5,76.2,23.62,0.12,23.62,Database 1
620,Thailand,,,,,1.1,24,62.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,0,no change,75.2,24,75.2,24.3,75.8,24.7,76.4,23.62,0.12,23.62,Database 1
621,Thailand,-0.03,5.02,25.54,0.65,1.1,24,62.2,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-1,no change,75.2,24,75.2,24.4,76,24.9,76.8,25.59,0.13,25.59,Database 1
622,Thailand,-0.22,5.99,24.67,0.54,1.1,24.1,62.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,0,no change,75.4,24.1,75.4,24.5,76.1,24.9,76.7,23.62,0.12,23.62,Database 1
623,Thailand,-0.34,7.37,24.1,0.5,1.1,23.9,62.8,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,75,23.9,75,24.2,75.6,24.5,76.2,21.65,0.11,21.65,Database 1
624,Thailand,-0.24,6.2,24.32,0.56,1.1,23.7,63.3,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,0,cooler,74.7,23.7,74.7,24,75.1,24.2,75.6,19.69,0.1,19.69,Database 1
625,Thailand,0.34,7.44,26.94,0.81,1.1,24.3,63,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,1,warmer,75.7,24.3,75.7,24.6,76.2,24.8,76.7,21.65,0.11,21.65,Database 1
626,Thailand,-0.3,6.9,24.02,0.45,1.1,24.2,62.9,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,no change,75.6,24.2,75.6,24.5,76.1,24.8,76.7,19.69,0.1,19.69,Database 1
627,Thailand,-0.2,5.86,24.85,0.56,1.1,24.1,63,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,0,cooler,75.4,24.1,75.4,24.4,76,24.8,76.6,25.59,0.13,25.59,Database 1
628,Thailand,-0.76,17.02,22.93,0.46,1.1,23.2,64.4,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-2,warmer,73.8,23.2,73.8,23.5,74.3,23.9,74.9,25.59,0.13,25.59,Database 1
629,Thailand,-0.94,23.47,22.42,0.47,1.1,22.8,65.4,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-1,no change,73,22.8,73,23,73.4,23.2,73.8,27.56,0.14,27.56,Database 1
630,Thailand,-0.46,9.48,23.77,0.56,1.1,23.3,65.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,1,cooler,73.9,23.3,73.9,23.5,74.2,23.6,74.5,23.62,0.12,23.62,Database 1
631,Thailand,-0.3,6.82,24.06,0.51,1.1,24,63.8,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,-1,no change,75.2,24,75.2,24.1,75.4,24.2,75.6,19.69,0.1,19.69,Database 1
632,Thailand,-0.16,5.56,24.72,0.56,1.1,24.1,63.5,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,0,cooler,75.4,24.1,75.4,24.3,75.8,24.5,76.2,21.65,0.11,21.65,Database 1
633,Thailand,-0.17,5.57,24.89,0.56,1.1,24,63.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,2,cooler,75.2,24,75.2,24.4,76,24.9,76.8,23.62,0.12,23.62,Database 1
634,Thailand,-0.15,5.47,24.8,0.56,1.1,24,63.2,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,1,cooler,75.2,24,75.2,24.4,75.9,24.8,76.6,21.65,0.11,21.65,Database 1
635,Thailand,-0.35,7.5,24.24,0.56,1.1,23.5,63.6,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,1,cooler,74.3,23.5,74.3,23.9,75,24.3,75.7,23.62,0.12,23.62,Database 1
636,Thailand,-0.18,5.7,24.81,0.56,1.1,24,63.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,75.2,24,75.2,24.4,75.9,24.8,76.6,23.62,0.12,23.62,Database 1
637,Thailand,0.12,5.32,25.9,0.65,1.1,24.3,62.9,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,cooler,75.7,24.3,75.7,24.7,76.5,25.2,77.3,21.65,0.11,21.65,Database 1
638,Thailand,0.06,5.07,25.41,0.56,1.1,24.6,62.5,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,cooler,76.3,24.6,76.3,24.9,76.9,25.2,77.4,19.69,0.1,19.69,Database 1
639,Thailand,0.23,6.14,26.14,0.56,1.1,25.4,62.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,cooler,77.7,25.4,77.7,25.6,78,25.7,78.3,21.65,0.11,21.65,Database 1
640,Thailand,0.24,6.22,26.25,0.55,1.1,25.5,60.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,cooler,77.9,25.5,77.9,25.8,78.5,26.2,79.1,23.62,0.12,23.62,Database 1
641,Thailand,0.08,5.14,25.85,0.56,1.1,24.9,61.4,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,cooler,76.8,24.9,76.8,25.3,77.6,25.8,78.4,25.59,0.13,25.59,Database 1
642,Thailand,0.15,5.45,25.72,0.56,1.1,24.9,61.6,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,1,cooler,76.8,24.9,76.8,25.2,77.4,25.5,78,19.69,0.1,19.69,Database 1
643,Thailand,-0.08,5.13,24.89,0.45,1.1,25.1,61,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,cooler,77.2,25.1,77.2,25.3,77.6,25.5,78,21.65,0.11,21.65,Database 1
644,Thailand,0.42,8.62,26.9,0.75,1.1,24.7,61.2,0.09,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,-1,no change,76.5,24.7,76.5,25,76.9,25.2,77.4,17.72,0.09,17.72,Database 1
